id_ticket,categoria,subcategoria,inicio_falla,cierre_falla,tiempo_total,tg_region,direccion,abierto_por,fecha_asignacion,equipo_asignado,grupo_asignado,agente_asignado,descripcion,tipo_de_problema,tipo_de_producto,inicio_afectacion,fin_afectacion,desc_falla,severidad,tg_cantidad_dslam,tg_severidad,grupo_que_resolvio,cerrado_por,codigo_de_resolucion,res_anal_code,estatus_del_ticket,tiempo_de_cierre,resolucion,tg_cant_clientes_afectados,tg_cantidad_celdas,tipo,falla_de_fibra_óptica,reparación_principal_fo,reparación_específica_fo
F5365091,DATOS,SWITCH,2024-01-20 17:28:11,2024-01-20 21:37:28,4.15,ORIENTE,EL RANCHO SHELTER,tmipuser,2024-01-20 18:01:47,GT - F.O MOVIL,DESCONOCIDO,hugok.anderson,GT | Alarma: Optical Invalid | Descripcion: Optical Invalid | Equipo: YGUAGTRAN1D1A03A281BM4 | Puerto: GigabitEthernet0/5/1 Interfaz Generica,RENDIMIENTO,PUERTO FUERA DE SERVICIO,20/01/2024 16:50:26,2024-01-20 20:51:45,"GT | Alarma: Optical Invalid | Descripcion: Optical Invalid | Equipo: YGUAGTRAN1D1A03A281BM4 | Puerto: GigabitEthernet0/5/1 Interfaz Generica
Tipo de Equipo: ATN980C - Direccion IP: 10.87.4.112
Causa Probable: The input optical power was too low
Descripcion de Alarma (ESP): Modulo optico invalido
Mn",Critica,0,3,GT - F.O MOVIL,diego.taguite,TRABAJOS DE TERCEROS,FIBRA OPTICA,closed,2024-01-20,"INFORMA LEONARDO AQUINO  QUE SE REAHCE MUFA, SE REALIZAN 12 FUSIONES POR DAÑO EN LOS HILOS, CONFIRMA ALEX SOTO DE BO IP, TRABAJO JUAN LUIS CARDONA Y LEONARDO AQUINIO",0,0.0,ULTIMA MILLA,SI,2.HILOS FO ROTOS/ MAL ACOMODO DE HILOS EN BANDEJAS / TUBOS H,2.1 INTERVENCION A MUFA O CIERRE FO/NAP/HUB BOX EXISTENTE EN
F5365272,TRANSMISION,DWDM,2024-01-20 22:24:30,2024-01-21 05:31:17,7.11,METROPOLITANA,GUARDA VIEJO ABAJO,luis.e.gonzalez,2024-01-21 00:50:34,GT - F.O MOVIL,DESCONOCIDO,mynor.adqui,CORTE DE FIBRA EN ENLACE AMX-2 ENTRE GUARDA VIEJO Y GUASTATOYA,ENLACE FUERA DE GESTION,CORTE DE FIBRA,20/01/2024 22:24:28,2024-01-21 02:16:50,CORTE DE FIBRA EN ENLACE AMX-2 ENTRE GUARDA VIEJO Y GUASTATOYA,Media,0,Falla con Afectación,GT - F.O MOVIL,diego.taguite,REPARACION O REPOSICION DE HARDWARE,FIBRA OPTICA,closed,2024-01-21,"INFORMA SE TRABJO 48 FUSIONES UNA MUFA Y 100MTS DE CABLE ESTRECHADO, TRBAJO GRUPO DE BYRON GASPARICO, RAMON OCHAITA, JOSE MEDINA, HECTOR QUEZADA, DANIEL GAMEZ Y LUIS AROCHE",1,0.0,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.1 INSTALACION DE CABLE DE FO AOTV DE 6 FO
F5365461,TRANSMISION,DWDM,2024-01-21 06:35:49,2024-01-21 18:06:51,11.52,CENTRAL,JUTIAPA CTRAL,tmipuser,2024-01-21 06:59:09,FRONT OFFICE,WO - CLAROFIBRAOPTICA,mynor.adqui,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Jutiapa | Puerto: 0-Barberena/Chiquimula-13-11AST2-1(RM1/TM1-Dir Chiquimula)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.210.4.84 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS threshold. Descripcion de Alarma (ESP): Perdida de la potencia optica de entrada de la interfaz OSC Mnemonico: JTPAGTJU,DEGRADACION DE  SERVICIO,FIBRA ATENUADA,21/01/2024 06:27:00,2024-01-21 18:06:50,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Jutiapa | Puerto: 0-Barberena/Chiquimula-13-11AST2-1(RM1/TM1-Dir Chiquimula)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.210.4.84 Causa Probable: OSC_LOS is declared if the input power is lower tha,Critica,0,3,FRONT OFFICE,alexanderf.lopez,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,2024-01-21,"COMENTARIO GENERAL DE CIERRE: SE LOCALIZO DAÑO CAUSADO POR ARBOL, MASCO FIBRA Y CAUSO DAÑO. SE PROCEDIO A JALAR RESERVA DE 2 POSTES Y SE REALIZO 1 EMPALME DE 24 FUSIONES. SE UTILIZARON 2 MANGAS PEQUEÑ",0,0.0,ACCESO,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO"
F5365550,DATOS,ROUTER,2024-01-21 08:19:40,2024-01-21 16:09:22,7.83,ORIENTE,COBAN UR,tmipuser,2024-01-21 08:26:24,FRONT OFFICE,DESCONOCIDO,marioa.hernandez,GT | Alarma: Link Down | Descripcion: Link Down | Equipo: VCOBGTCON1T1B09A02EIM3 | Puerto: 50|100GE2/1/0 Interfaz Generica,CAIDA PARCIAL,DESCONFIGURADO,21/01/2024 08:05:22,2024-01-21 16:09:20,"GT | Alarma: Link Down | Descripcion: Link Down | Equipo: VCOBGTCON1T1B09A02EIM3 | Puerto: 50|100GE2/1/0 Interfaz Generica
Tipo de Equipo: NE40E(V8) - Direccion IP: 10.179.28.37
Causa Probable: The link breaks when the interface changes to down.
Descripcion de Alarma (ESP): Enlace caido
Mnemonico: V",Critica,0,2,FRONT OFFICE,alexanderf.lopez,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,2024-01-21,"SE LE LLAMA A DIETER LEAL QUIEN INDICA QUE SE CORRIO RESERVA DE 50 MTS, SE REALIZARON 32 FUSIONES, RESTABLECIENDO EL SERVICIO, NO SE TIENE INFRAESTRUCTURA PARA COLOCAR LA FIBRA POR LO QUE SE COLOCO PO",1,0.0,BACKBONE,SI,2.HILOS FO ROTOS/ MAL ACOMODO DE HILOS EN BANDEJAS / TUBOS H,2.3 INTERVENCION A MUFA O CIERRE FO EXISTENTE SUBMARINO
F5365567,DATOS,ROUTER,2024-01-21 08:43:06,2024-01-21 16:30:28,7.79,CENTRAL,ATESCATEMPA UR,tmipuser,2024-01-21 09:30:28,FRONT OFFICE,WO - CLAROFIBRAOPTICA,marioa.hernandez,GT | Alarma: Link Down | Descripcion: Link Down | Equipo: JATEGTATN1W1A02AA11ENM2 | Puerto: GigabitEthernet0/2/1 Interfaz Generica,RENDIMIENTO,DESCONFIGURADO,21/01/2024 08:20:29,2024-01-21 16:30:26,"GT | Alarma: Link Down | Descripcion: Link Down | Equipo: JATEGTATN1W1A02AA11ENM2 | Puerto: GigabitEthernet0/2/1 Interfaz Generica
Tipo de Equipo: ATN910C - Direccion IP: 10.87.6.132
Causa Probable: The link breaks when the interface changes to down.
Descripcion de Alarma (ESP): Enlace caido
Mnemoni",Critica,0,3,FRONT OFFICE,alexanderf.lopez,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,2024-01-21,FALLA NO.: 5335567 TAREA DE FO 5365567-003 TIPO DE FALLA: BACKBONE TRAMO DE FIBRA:  UR SAN CRISTOBAL FRONTERA - ATESCATEMPA LATITUD DE CORTE DE F. O:  14.18637737 LONGITUD DE CORTE DE F.O: -89.6835509,0,0.0,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO
F5365648,DATOS,ROUTER,2024-01-21 10:38:19,2024-01-22 23:28:28,36.84,OCCIDENTE,MEDIA LUNA CELDA,tmipuser,2024-01-21 11:09:41,GT - F.O MOVIL,DESCONOCIDO,marioa.hernandez,GT | Alarma: Link Down | Descripcion: Link Down | Equipo: KCUNGTMLN1T1A01A32ENM1 | Puerto: 100GE0/2/26 Interfaz Generica,CAIDA PARCIAL,DESCONFIGURADO,21/01/2024 10:11:12,2024-01-22 22:21:02,"GT | Alarma: Link Down | Descripcion: Link Down | Equipo: KCUNGTMLN1T1A01A32ENM1 | Puerto: 100GE0/2/26 Interfaz Generica
Tipo de Equipo: ATN910D - Direccion IP: 10.87.5.178
Causa Probable: The link breaks when the interface changes to down.
Descripcion de Alarma (ESP): Enlace caido
Mnemonico: KCUNGT",Critica,0,2,GT - F.O MOVIL,diego.taguite,REPARACION O REPOSICION DE HARDWARE,FIBRA OPTICA,closed,2024-01-22,"SE COMUNICA CARLOS FUENTES E INFORMA QUE TRAMO CHIBUL DIRECCION NEBAJ FUE TRABAJADO POR PERSONAL DE UFINET, BYRON RODRIGUES DE BO IP CONFIRMO SERVICIO OPERATIVO",1,0.0,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO
F5365825,DATOS,ROUTER,2024-01-21 13:54:21,2024-01-22 05:16:00,15.36,ORIENTE,RUBELSANTO CELDA,tmipuser,2024-01-21 14:23:20,GT - F.O MOVIL,WO - CLAROFIBRAOPTICA,diego.quiroa,GT | Alarma: ETH_LOS | Descripcion: Loss of network interface connection | Equipo: VCHIGTRUN1W1A02A10ENM2 | Puerto: GigabitEthernet0/2/2 Interfaz Generica,CAIDA PARCIAL,DESCONFIGURADO,21/01/2024 13:31:32,2024-01-22 05:15:59,"GT | Alarma: ETH_LOS | Descripcion: Loss of network interface connection | Equipo: VCHIGTRUN1W1A02A10ENM2 | Puerto: GigabitEthernet0/2/2 Interfaz Generica
Tipo de Equipo: ATN910C - Direccion IP: 10.72.49.184
Causa Probable: 1. The physical connection was torn down. 2. The physical connection was att",Critica,0,2,GT - F.O MOVIL,luis.escobar,ABASTECIMIENTO DE COMBUSTIBLE,FUERZA Y CLIMA,closed,2024-01-22,"SE VALIDA SITIO RUBELSANTO EN TEMIP, OPERATIVO Y SIN ALARMAS, SE VALIDA CHIQUIBUL EN TEMIP, OPERATIVO CON ALARMAS DE MG OPERANDO Y CORTE DE AC COMERCIAL  TRAMO  RUBELSANTO HACIA CHIQUIBUL",1,0.0,BACKBONE,SI,2.HILOS FO ROTOS/ MAL ACOMODO DE HILOS EN BANDEJAS / TUBOS H,2.3 INTERVENCION A MUFA O CIERRE FO EXISTENTE SUBMARINO
F5365978,TRANSMISION,DWDM,2024-01-21 16:34:49,2024-01-22 05:23:24,12.81,OCCIDENTE,TECUN UMAN UR,tmipuser,2024-01-21 16:48:56,GT - F.O MOVIL,WO - UFINET,rodriguez.brayan,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Tecun Uman | Puerto: 1-Retalhuleu-15-11AST2-2(RM2/TM2-Dir Coatepeque)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.179.4.26 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS threshold. Descripcion de Alarma (ESP): Perdida de la potencia optica de entrada de la interfaz OSC Mnemonico: NAYUGTTU,CAIDA TOTAL,DWDM SIN PROTECCION,21/01/2024 16:30:53,2024-01-22 05:23:23,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Tecun Uman | Puerto: 1-Retalhuleu-15-11AST2-2(RM2/TM2-Dir Coatepeque)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.179.4.26 Causa Probable: OSC_LOS is declared if the input power is lower than the O,Critica,0,2,GT - F.O MOVIL,luis.escobar,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,2024-01-22,KEVIN SAENZ DE BO TX VALIDA OPERATIVIDAD Y NIVELES EN RANGO DE ENLACE    UFINET ATIENDE CON TENDIDO DE TRAMO DE CABLE OPTICO Y FUCIONES EN EL MISMO DAÑO OCACIONADO POR TERCEROS  TRAMO EGMENTO TECUN UM,0,1.0,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO
F5366656,TRANSMISION,DWDM,2024-01-22 11:18:58,2024-01-22 15:20:19,4.02,CENTRAL,ANTIGUA GUATEMALA UR,tmipuser,2024-01-22 12:34:08,FRONT OFFICE,DESCONOCIDO,yensis.calgua,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Antigua | Puerto: 0-Chimaltenango - Escuintla-4-11AST2-1(RM1/TM1 Dir Escuintla)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.179.4.115 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS threshold. Descripcion de Alarma (ESP): Perdida de la potencia optica de entrada de la interfaz OSC Mnemonico: ANGTGTAN,CAIDA TOTAL,DWDM SIN PROTECCION,22/01/2024 11:06:18,2024-01-22 15:20:18,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Antigua | Puerto: 0-Chimaltenango - Escuintla-4-11AST2-1(RM1/TM1 Dir Escuintla)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.179.4.115 Causa Probable: OSC_LOS is declared if the input power is lower,Critica,0,2,FRONT OFFICE,alexanderf.lopez,TRABAJOS DE TERCEROS,FIBRA OPTICA,closed,2024-01-22,"COMENTARIO GENERAL DE CIERRE: SE LOCALIZO DAÑO CAUSADO POR CAIDA DE ARBOL, SE PROCEDIO A  JALAR RESERVA DE 3 POSTES PARA HACER UN EMPALME DE 24 FUSIONES, TRABAJARON EN EL LUGAR HECTOR SOBERANIS, CARLO",1,0.0,BACKBONE,SI,2.HILOS FO ROTOS/ MAL ACOMODO DE HILOS EN BANDEJAS / TUBOS H,2.1 INTERVENCION A MUFA O CIERRE FO/NAP/HUB BOX EXISTENTE EN
F5366775,CLARO TV,RED HFC,2024-01-22 12:36:26,2024-01-22 17:51:58,5.26,CENTRAL,ESCUINTLA UR/SALA DE TRANSMISION (RNT),ronal.marcos,2024-01-22 12:40:10,GT - F.O VOC,DESCONOCIDO,juan.donis,ESC16 ESC15 NODOS FUERA DE SERVICIOS SIN SEÑAL HFC,CAIDA TOTAL,INTERNET_TV_VOZ,22/01/2024 12:36:25,2024-01-22 17:51:54,ESC16 ESC15 NODOS FUERA DE SERVICIOS SIN SEÑAL HFC,Alta,0,2,GT - F.O VOC,ronal.marcos,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,2024-01-22,FALLA NO.: 5366775 TAREA DE FO TIPO DE FALLA: ACCESO TRAMO DE FIBRA: ESCUINTLA - ANTIGUA (NODOS ESC15 Y ESC16) LATITUD DE CORTE DE F. O:  14.341835 LONGITUD DE CORTE DE F.O: -90.801131 REPARACIÓN PRIN,50,0.0,ACCESO,SI,2.HILOS FO ROTOS/ MAL ACOMODO DE HILOS EN BANDEJAS / TUBOS H,2.1 INTERVENCION A MUFA O CIERRE FO/NAP/HUB BOX EXISTENTE EN
F5366866,DATOS,ROUTER,2024-01-22 13:50:49,2024-01-22 23:19:03,9.47,OCCIDENTE,CONCEPCION HUISTA CELDA,tmipuser,2024-01-22 15:43:03,GT - F.O MOVIL,WO - CLAROFIBRAOPTICA,rodriguez.brayan,GT | Alarma: Link Down | Descripcion: Link Down | Equipo: HCHUGTCHN1W1A01A02ENM1 | Puerto: GigabitEthernet0/2/3 Interfaz Generica,CAIDA PARCIAL,DESCONFIGURADO,22/01/2024 13:30:03,2024-01-22 21:23:06,"GT | Alarma: Link Down | Descripcion: Link Down | Equipo: HCHUGTCHN1W1A01A02ENM1 | Puerto: GigabitEthernet0/2/3 Interfaz Generica
Tipo de Equipo: ATN910D - Direccion IP: 10.87.5.100
Causa Probable: The link breaks when the interface changes to down.
Descripcion de Alarma (ESP): Enlace caido
Mnemonic",Critica,0,2,GT - F.O MOVIL,diego.taguite,REPARACION O REPOSICION DE HARDWARE,FIBRA OPTICA,closed,2024-01-22,"SE COMNUNICA VICTOR MENDEZ E INFORMA QUE SE CORRIO RESERVA A 200 METROS Y SE INSTALO UNA MUFA Y 12 FUSIONES, ALESSANDRO AJCHE DE BO IP CONFIRMA NIVELES EN RANGO. EN CAMPO TRABAJO UBER GOMEZ, ANDRES OR",0,1.0,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO"
F5367088,DATOS,ROUTER,2024-01-22 15:45:21,2024-01-22 17:59:10,2.23,OCCIDENTE,SALCAJA,tmipuser,2024-01-22 15:59:47,FRONT OFFICE,WO - CLAROFIBRAOPTICA,rodriguez.brayan,GT | Alarma: ETH_LOS | Descripcion: Loss of network interface connection | Equipo: QSALGTSAN1T1A02A251BM4 | Puerto: 50|100GE0/1/0 Interfaz Generica,CAIDA PARCIAL,DESCONFIGURADO,22/01/2024 15:17:16,2024-01-22 17:59:09,"GT | Alarma: ETH_LOS | Descripcion: Loss of network interface connection | Equipo: QSALGTSAN1T1A02A251BM4 | Puerto: 50|100GE0/1/0 Interfaz Generica
Tipo de Equipo: ATN980C - Direccion IP: 10.87.8.167
Causa Probable: 1. The physical connection was torn down. 2. The physical connection was attenuated",Critica,0,2,FRONT OFFICE,alexanderf.lopez,TRABAJOS DE TERCEROS,FIBRA OPTICA,closed,2024-01-22,"SE   ENCONTRO  FALLA  EN  UNA  MUFA  DEL  ENLACE  QUE SE ENCUENTRA  CANALIZADO   SE  REINCIERON LAS PUNTAR  Y SE  REALIZARON 36 FUSIONES ATENDIO  BYRON  CIFUENTES, MANOLO RAMOS, OSCAR RODAS,  Y MAYNO",1,0.0,BACKBONE,SI,1.DAÑO / ROBO DE MUFA O CIERRE FO / FAT /HUB BOX / NAP,1.3 CAMBIO E INSTALACION DE MUFA O CIERRE OPTICO 72 HASTA 96
F5367216,DATOS,ROUTER,2024-01-22 17:03:21,2024-01-23 07:36:40,14.56,OCCIDENTE,CHAMPERICO UR,tmipuser,2024-01-22 20:02:05,FRONT OFFICE,DESCONOCIDO,marioa.hernandez,GT | Alarma: Link Down | Descripcion: Link Down | Equipo: RCHAGTCHN1D1A03A10ENM1 | Puerto: 25GE0/2/18 Interfaz Generica,CAIDA PARCIAL,DESCONFIGURADO,22/01/2024 16:41:43,2024-01-23 07:26:40,"GT | Alarma: Link Down | Descripcion: Link Down | Equipo: RCHAGTCHN1D1A03A10ENM1 | Puerto: 25GE0/2/18 Interfaz Generica
Tipo de Equipo: ATN910D - Direccion IP: 10.72.63.121
Causa Probable: The link breaks when the interface changes to down.
Descripcion de Alarma (ESP): Enlace caido
Mnemonico: RCHAGT",Critica,0,2,FRONT OFFICE,josep.aguilare,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,2024-01-23,FALLA NO.: 5367216 TAREA DE FO 5367216 TIPO DE FALLA: ÚLTIMA MILLA TRAMO DE FIBRA: CHAMPERICO - NUEVO CAJOLA LATITUD DE CORTE DE F. O: 14.3709940 LONGITUD DE CORTE DE F.O: -91.9011630 REPARACIÓN PRINC,1,0.0,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO"
F5367304,DATOS,SWITCH,2024-01-22 18:39:00,2024-01-23 15:48:27,21.16,ORIENTE,MORALES UR,tmipuser,2024-01-23 12:50:08,FRONT OFFICE,DESCONOCIDO,marlon.martinez,Guatemala || IMORGTMON1D1B04A161BM6 || =InterfaceDown || GigabitEthernet0/3/3 || down ||  ||  || MORALES UR || 10.103.91.40,CAIDA PARCIAL,PUERTO FUERA DE SERVICIO,22/01/2024 18:30:16,2024-01-23 15:48:22,"Guatemala || IMORGTMON1D1B04A161BM6 || =InterfaceDown || GigabitEthernet0/3/3 || down ||  ||  || MORALES UR || 10.103.91.40

Interface Down, omkState down
           ::::RAW DATA::::
            omkId = 65af08f5b4235946764fa721
            omkTime = 1705969816
            omkDate = 
            omkN",Critica,0,2,FRONT OFFICE,alexanderf.lopez,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,2024-01-23,JOSE SAZO INDICA QUE SE INSTALALO 120 METROSDE CABLE SE PUSO MUFA NUEVA Y SE REALIZAN 12 FUSIONES SE REUBICARON 2 POSTE DE MADERA LONGITUD 15.466828 LATITUD -88.840204 REMODELA DE TIERA YA QUE CLIENTE,1,0.0,ULTIMA MILLA,SI,5.CAUSAS NATURALES / DAÑO / ACCIDENTE / ROBO DE INFRAESTRUC,5.1 CAMBIO E INSTALACION DE POSTE DE MADERA C/HERRAJES
F5367329,DATOS,SWITCH,2024-01-22 19:24:31,2024-01-23 02:45:35,7.35,CENTRAL,EL JOCOTILLO CELDA,josea.corado,2024-01-22 19:52:15,GT - F.O MOVIL,DESCONOCIDO,marioa.hernandez,GUATEMALA || OORAGTEJN1W1A02AC4F8M2 || =INTERFACEDOWN || GIGABITETHERNET0/0/22 || DOWN ||  ||  || EL,CAIDA POTENCIAL,FUERA DE SERVICIO,22/01/2024 19:24:30,2024-01-22 23:53:22,GUATEMALA || OORAGTEJN1W1A02AC4F8M2 || =INTERFACEDOWN || GIGABITETHERNET0/0/22 || DOWN ||  ||  || EL JOCOTILLO CELDA || 10.87.2.50,Media,0,3,GT - F.O MOVIL,diego.taguite,FALLA DUPLICADA,ADMINISTRATIVO,closed,2024-01-23,SE LE INFORMO A RAFAEL MOLINA QUIEN INDICA SE CIERRE Y SE PASE A SIN AFECTACION YA QUE NO HAY SERVICIOS AFECTADOS. FALLA NO.: 5367329 TAREA DE FO 5367329-002 TIPO DE FALLA: BACKBONE TRAMO DE FIBRA: EL,0,0.0,BACKBONE,SI,1.DAÑO / ROBO DE MUFA O CIERRE FO / FAT /HUB BOX / NAP,1.3 CAMBIO E INSTALACION DE MUFA O CIERRE OPTICO 72 HASTA 96
F5367334,TRANSMISION,DWDM,2024-01-22 19:33:41,2024-01-24 17:12:42,45.65,ORIENTE,GUASTATOYA UR,bernie.cubur,2024-01-22 19:54:49,FRONT OFFICE,DESCONOCIDO,marioa.hernandez,AMX-2 || INC || HIGH SPAN LOSS INTERMITENTE || GUASTATOYA -RIO HONDO || 2024012275000111,INTERMITENCIA,DWDM SIN PROTECCION,22/01/2024 19:33:39,2024-01-24 17:12:41,AMX-2 || INC || HIGH SPAN LOSS INTERMITENTE || GUASTATOYA -RIO HONDO || 2024012275000111,Critica,0,Falla sin Afectación,FRONT OFFICE,alexanderf.lopez,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,2024-01-24,"SE ENCONTRÓ DAÑO POR RODEORES, SE CORRE RESERVA DE 100 METROS, SE INSTALA MUFA Y SE REALIZAN 24 FUSIONES, INDICA DANY ANDRINO",0,0.0,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.3 INSTALACION DE CABLE DE FO DUCTO DE 96 HASTA 144 FO
F5367356,TRANSMISION,DWDM,2024-01-22 19:58:32,2024-01-23 08:11:10,12.21,ORIENTE,COBAN UR,tmipuser,2024-01-23 07:58:00,FRONT OFFICE,DESCONOCIDO,juan.donis,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Coban | Puerto: 1-Local-15-11AST2-1(RM1/TM1 Dir Chisec)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.179.4.50 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS threshold. Descripcion de Alarma (ESP): Perdida de la potencia optica de entrada de la interfaz OSC Mnemonico: VCOBGTCO,CAIDA TOTAL,DWDM SIN PROTECCION,22/01/2024 19:52:36,2024-01-23 08:10:26,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Coban | Puerto: 1-Local-15-11AST2-1(RM1/TM1 Dir Chisec)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.179.4.50 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS thresho,Critica,0,2,FRONT OFFICE,josep.aguilare,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,2024-01-23,"SEGUN INFORMO PERSONAL DE UFINET: ""23/01/2024 12:14 AM ESTIMADO CLIENTE FAVOR VALIDAR EL ESTADO ACTUAL DE SU SERVICIO CAUSA: FO AVERIADA POR VEHÍCULO DEL CARGA ALTA SOLUCIÓN: SE CORRE RESERVA Y SE INS",1,30.0,ACCESO,SI,1.DAÑO / ROBO DE MUFA O CIERRE FO / FAT /HUB BOX / NAP,1.1 CAMBIO E INSTALACION DE MUFA O CIERRE OPTICO/FAT/NAP/HUB
F5367584,DATOS,ROUTER,2024-01-23 05:18:43,2024-01-23 11:03:14,5.74,OCCIDENTE,RETALHULEU UR,tmipuser,2024-01-23 05:24:05,FRONT OFFICE,DESCONOCIDO,marioa.hernandez,GT | Alarma: ETH_LOS | Descripcion: Loss of network interface connection | Equipo: RTLHGTRUN1D2C03B03EIM2 | Puerto: GigabitEthernet6/1/3 Interfaz Generica,CAIDA PARCIAL,DESCONFIGURADO,23/01/2024 05:02:15,2024-01-23 10:45:13,"GT | Alarma: ETH_LOS | Descripcion: Loss of network interface connection | Equipo: RTLHGTRUN1D2C03B03EIM2 | Puerto: GigabitEthernet6/1/3 Interfaz Generica
Tipo de Equipo: NE40E(V8) - Direccion IP: 10.179.28.56
Causa Probable: 1. The physical connection was torn down. 2. The physical connection was a",Critica,0,2,FRONT OFFICE,josep.aguilare,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,2024-01-23,"PERSONAL DE FIBRA INDICA VIA WHATSAPP  SE UBICA DAÑO POR CAÍDA DE ÁRBOLES. SE CORRE RESERVA UBICADA A 150MTS Y SE REALIZA UN EMPALME DE 12 FUSIONES. TRABAJAN EN CAMPO AXEL MORALES, HÉCTOR MEJÍA. VALID",0,2.0,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO"
