recid,NUMERO,TAREA,CATEGORY,SUBCATEGORY,COMPANY,INICIO_FALLA,CIERRE_FALLA,TIEMPO_TOTAL,COUNTRY,TG_REGION,LOCATION_FULL_NAME,OPENED_BY,ASSIGN_DATE,ASSIGNMENT,ASSIGN_DEPT,GRUPO_ASIGNACION,ASSIGNED_TO,BRIEF_DESCRIPTION,PROBLEM_TYPE,PRODUCT_TYPE,INICIO_AFECTACION,FIN_AFECTACION,DESC_FALLA,SEVERITY,TG_CANTIDAD_DSLAM,TG_SEVERIDAD,PROBLEM_STATUS,RESOLVED_GROUP,CLOSED_BY,RESOLUTION_CODE,RES_ANAL_CODE,STATUS,TG_CLIENTEEMPRESARIAL,NOMBRE_WO,INICIO_WO,FIN_WO,CLOSE_TIME,RESOLUCION,TG_CANT_CLIENTES_AFECTADOS,TG_CANTIDAD_CELDAS,Latitud_del_corte_de_FO,Longitud_del_corte_de_FO,Tipo,Falla_de_Fibra_Óptica,Reparación_Principal_FO,Reparación_específica_FO,Tramo_de_FO,Tramo_sin_Documentar
995,F5679229,F5679229-003,MOVIL,NODO B,TELGUA,20/08/2024 16:51:24,21/08/2024 14:15:04,21.39,Guatemala,OCCIDENTE,WG5875_XELA_IX_TC,tmipuser,20/08/2024 17:13:38,GT - F.O MOVIL,WO - CCR GT,,jonatan.escobar,"!!PELIGRO!! - Superacion en Umbral de alarma SCTPLinkCongestion_UMTS - WG NeType: BSC6910 UMTS| NeLocation: | vendor: | neName: GTCEN4R| alarmName: SCTP Link Congestion| alarmLocation: Subrack No.=1, Slot No.=14, SCTP Link ID=504, Interface Type=Iub, RNC ID=208, NodeB ID=5875, NodeB Name=WG5875| appendInfo:",CAIDA POTENCIAL,NODO B FALLA EN EL MEDIO DE TX,20/08/2024 16:49:05,21/08/2024 14:14:59,"!!PELIGRO!! - Superacion en Umbral de alarma SCTPLinkCongestion_UMTS - WG NeType: BSC6910 UMTS| NeLocation: | vendor: | neName: GTCEN4R| alarmName: SCTP Link Congestion| alarmLocation: Subrack No.=1, Slot No.=14, SCTP Link ID=504, Interface Type=Iub, RNC ID=208, NodeB ID=5875, NodeB Name=WG5875| app",1,0,3,Closed,GT - F.O MOVIL,julio.barrera,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,21-AUG-24,"COMENTARIO GENERAL DE CIERRE: SE LOCALIZO DAÑO PROVOCADO POR ACCIDENTE DE TRANSPORTE PESADO, SE REALIZO INSTALACION DE 2 POSTES DE 30"", INSTALACION DE 150 M DE F.O DE 24 HILOS, 2 MUFAS TYCO REUTILIZAD",0,0,14.9110175,-91.4405759,ACCESO,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",SAN CRISTOBAL TOTONICAPAN-MOMOSTENANGO_UFINET,
996,F5679312,F5679312-003,DATOS,SWITCH,TELGUA,20/08/2024 17:39:15,21/08/2024 01:03:07,7.4,Guatemala,METROPOLITANA,EL JOCOTILLO GUATEMALA CELDA,joser.marroquin,20/08/2024 17:51:03,FRONT OFFICE,WO - CCR GT,WO - CLAROFIBRAOPTICA,jonatan.escobar,|| LINK CAÍDO || ATN910 EL JOCOTILLO GVCAGTJGN1T1A01A30ENM3 / ATN 980 EL CERINAL OBARGTCEN1D1A03A15,CAIDA TOTAL,PUERTO FUERA DE SERVICIO,20/08/2024 17:39:13,21/08/2024 01:03:04,"|| LINK CAÍDO || ATN910 EL JOCOTILLO GVCAGTJGN1T1A01A30ENM3 / ATN 980 EL CERINAL OBARGTCEN1D1A03A151BM1 || 10.87.2.118 / 10.87.2.115 || MASIVA_GT ||



NOMBRE DEL EQUIPO:  IPBAGTPBN1D1B06B09AHA1

TIPO DEL EQUIPO: SW

FALLAS DE CLIENTES AFECTADOS:   F5679171

IP DEL EQUIPO: 	10.87.2.118

IP DEL PE: 1",4,0,2,Closed,FRONT OFFICE,bernie.cubur,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,21-AUG-24,-*-* JOSE ESCOBAR INDICA QUE SE CORRE RESERVA DE 15 MTS Y SE REALIZAN 12 FUSIONES | DAÑO PROVOCADO POR CAIDA DE ARBOL TRABAJA GRUPO DE BYRON GASPARICO Y ROBERTO ESTRADA | VALIDA NELSON AVALOS DE B.O I,1,0,14.395485,-90.480880,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,WG5854U1900,
997,F5679618,F5679618-003,MOVIL,BTS,TELGUA,20/08/2024 22:23:42,21/08/2024 10:57:06,12.56,Guatemala,METROPOLITANA,13 CALLE COLONIA MARISCAL XT CELDA,palencia.melvin,21/08/2024 07:35:20,GT - F.O MOVIL,WO - CCR GT,,mynor.adqui,FUERA DE SERVICIO SITIO LG3135 - 13_CALLE_COLONIA_MARISCAL_XT - 10.74.111.42,CAIDA TOTAL,BTS  CON FALLA,20/08/2024 22:23:41,21/08/2024 10:57:05,FUERA DE SERVICIO SITIO LG3135 - 13_CALLE_COLONIA_MARISCAL_XT - 10.74.111.42,2,0,2,Closed,GT - F.O MOVIL,julio.barrera,F5679618,FIBRA OPTICA,closed,f,,,,21-AUG-24,"INFORMA JOSE LUIS HERNANDEZ QUE SE JALARON 10MTS DE CABLE DE FIBRA OPTICA DE 12 HILOS Y DE 6 HILOS, COMENTA QUE SE COMPLICO LA UBICACION DEL DAÑO DEBIDO A QUE NO SE TENIA ACCESO A LA CELDA, DAÑO PROVO",0,1,14.60751,-90.54697,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,REFORMITA SALA RNT-REFORMITA SALA DATOS,
998,F5680094,F5680094-002,MOVIL,BTS,TELGUA,21/08/2024 09:26:34,21/08/2024 19:44:32,10.3,Guatemala,ORIENTE,WG1476_HUITE,tmipuser,21/08/2024 11:21:07,FRONT OFFICE,WO - CCR GT,WO - CLAROFIBRAOPTICA,marlon.martinez,"RADIOBASE_HUAWEI .""WG1476_HUITE_ID_WG1476""",CAIDA TOTAL,BTS FALLA EN EL MEDIO DE TX,21/08/2024 09:04:50,21/08/2024 17:36:50,"ManagedObject: RADIOBASE_HUAWEI .""WG1476_HUITE_ID_WG1476""
AddText: Guatemala Sitio 2GY3G Fuera por Transmision, RNC=GTGDV4R,  ---SITIO FUERA POR TRANSMISION WG1476 CRITICIDAD CRITICO_VIP",1,2,2,Closed,FRONT OFFICE,anthony.orellana,PROBLEMA DE INCENDIO O INUNDACION,FIBRA OPTICA,closed,f,,,,21-AUG-24,"COMENTARIO GENERAL DE CIERRE: SE LOCALIZO DAÑO EN SITIO LA REFORMA CAMBIO DE PIGTAIL Y FUSIONES EN BANDEJA ÓPTICA . EN ATENCIÓN A EVENTO JORGE ROMERO , JONATHAN JUÁREZ DE PI , DE PX JORGE MARIO MORALE",0,2,14.95639,-89.71114,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",HUITE-REFORMA,
999,F5680145,F5680145-003,MOVIL,BSC,TELGUA,21/08/2024 09:58:22,21/08/2024 14:15:03,4.28,Guatemala,OCCIDENTE,WG4070_LA_PAZ_POSTE,tmipuser,21/08/2024 12:15:52,GT - F.O MOVIL,WO - CCR GT,,diego.quiroa,Huawei_U2020_Mobile .gt.mx.u2020_movil_alm Managed_Element 8530,RENDIMIENTO,BSC FALLA DE HARDWARE,21/08/2024 09:50:11,21/08/2024 14:15:02,"Guatemala Sitio 4G-LTE FUERA DE SERVICIO Enodeb Name: LG4070 - LA_PAZ_POSTE Enodeb IP: 10.111.145.147
NeType: MME| NeLocation: Centro| vendor: Huawei| neName: MMEGT01| alarmName: S1ap Link Down| alarmLocation: SubrackNo=1, SlotNo=8, ProcType=SGP, ProcNo=2, MCC=704, MNC=01, EnodeBType=MACRO, EnodeBCo",1,0,3,Closed,GT - F.O MOVIL,julio.barrera,RESTABLECIMIENTO DE TRANSMISION,TRANSMISION,closed,f,,,,21-AUG-24,COMENTARIO GENERAL DE CIERRE: SE UBICA DAÑO EN ENTRADA A GASOLINERA. SE INSTALAN 100MTS DE CABLE TM6 Y SE REALIZAN DOS EMPALMES DE 24 FUSIONES CADA UNO. TRABAJAN EN CAMPO AXEL MORALES Y HÉCTOR MEJIA.,0,0,14.416195,-91.174598,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",TRAMO NO DOCUMENTADO,
1000,F5680236,F5680236-003,DATOS,SWITCH,TELGUA,21/08/2024 10:58:22,21/08/2024 19:58:49,9.01,Guatemala,OCCIDENTE,PAJAPITA,tmipuser,21/08/2024 11:08:06,FRONT OFFICE,WO - CCR GT,,marlon.martinez,GT | Alarma: Optical Invalid | Descripcion: Optical Invalid | Equipo: NPAJGTPAN1D1A01A09ENM1 | Puerto: GigabitEthernet0/2/5 Interfaz Generica,RENDIMIENTO,PUERTO FUERA DE SERVICIO,21/08/2024 10:24:44,21/08/2024 19:57:52,"GT | Alarma: Optical Invalid | Descripcion: Optical Invalid | Equipo: NPAJGTPAN1D1A01A09ENM1 | Puerto: GigabitEthernet0/2/5 Interfaz Generica
Tipo de Equipo: ATN910C - Direccion IP: 10.72.199.104
Causa Probable: The input optical power was too low
Descripcion de Alarma (ESP): Modulo optico invalido",1,0,3,Closed,FRONT OFFICE,josea.corado,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,21-AUG-24,"*COMENTARIO GENERAL DE REPARACION:  SE ENCONTRÓ ATENUACION POR ESTIRON DE CABLE, SE CORRIO 50 MTS DE RESERVA, SE REALIZÓ UN EMPALEME DE 12 FUSIONES Y SE INSTALO 1 MUFA CORNING. MARLON AGUILAR, LUIS MI",0,0,14.79206,-91.95393,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",TRAMO NO DOCUMENTADO,
1001,F5680412,F5680412-003,MOVIL,BTS,TELGUA,21/08/2024 12:15:29,21/08/2024 16:58:19,4.71,Guatemala,CENTRAL,WG1278_ZAPOTITLAN,tmipuser,21/08/2024 12:39:16,GT - F.O MOVIL,WO - CCR GT,,diego.quiroa,"RADIOBASE_HUAWEI .""GU_Zapotitlan__ID_WG1278""",CAIDA TOTAL,BTS FALLA EN EL MEDIO DE TX,21/08/2024 11:59:24,21/08/2024 16:58:17,"ManagedObject: RADIOBASE_HUAWEI .""GU_Zapotitlan__ID_WG1278""
AddText: Guatemala Sitio 2GY3G Fuera por Transmision, RNC=GTCEN3R,  ---SITIO FUERA POR TRANSMISION WG1278 CRITICIDAD CRITICO_VIP",1,0,2,Closed,GT - F.O MOVIL,julio.barrera,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,f,,,,21-AUG-24,FALLAS NO.: 5680412 TAREA DE FO 5680412-002 TIPO DE FALLA: ULTIMA MILLA TRAMO DE FIBRA: CELDA EL ADELANTO - CELDA ZAPOTITLAN LATITUD DE CORTE DE F. O: 14.1593097 LONGITUD DE CORTE DE F.O: -89.8102391,0,1,14.1593097,-89.8102391,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",TRAMO NO DOCUMENTADO,
1002,F5680423,F5680423-003,MOVIL,BSC,TELGUA,21/08/2024 12:21:07,21/08/2024 20:33:15,8.2,Guatemala,OCCIDENTE,WG1694_COLIMA,tmipuser,21/08/2024 14:51:34,FRONT OFFICE,WO - CCR GT,,bryan.sutuj,Huawei_U2020_Mobile .gt.mx.u2020_movil_alm Managed_Element 8530,RENDIMIENTO,BSC FALLA DE HARDWARE,21/08/2024 12:12:00,21/08/2024 19:38:40,"Guatemala Sitio 4G-LTE FUERA DE SERVICIO Enodeb Name: LG1694 - COLIMA Enodeb IP: 10.111.196.29
NeType: MME| NeLocation: Centro| vendor: Huawei| neName: MMEGT01| alarmName: S1ap Link Down| alarmLocation: SubrackNo=1, SlotNo=8, ProcType=SGP, ProcNo=1, MCC=704, MNC=01, EnodeBType=MACRO, EnodeBCode=1694",1,0,3,Closed,FRONT OFFICE,josea.corado,REPARACION O REPOSICION DE HARDWARE,HARDWARE,closed,f,,,,21-AUG-24,"PERSONAL DE FIBRA INDICA VIA WHATSAPP  DAÑO PROVOCADO POR SABOTAJE , SE CORRIÓ 15 MTS DE RESERVA, SE REALIZO 1 EMPALME DE 24 FUSIONES, SE UTILIZO UNA MUFA CORNING ATENDIERON EN CAMPO JULIO LOPEZ OSCAR",0,0,14.926530,-91.970385,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",TRAMO NO DOCUMENTADO,
1003,F5681040,F5681040-001,DATOS,ROUTER,TELGUA,21/08/2024 16:56:23,22/08/2024 08:20:38,15.4,Guatemala,OCCIDENTE,HUEHUETENANGO CAMBOTE SHELTER,tmipuser,21/08/2024 17:35:46,FRONT OFFICE,WO - CCR GT,,jonatan.escobar,GT | Alarma: Link Down | Descripcion: Link Down | Equipo: HMALGTHCN1T1A04B02EIM2 | Puerto: GigabitEthernet5/0/1 Interfaz Generica,CAIDA PARCIAL,DESCONFIGURADO,21/08/2024 16:31:43,22/08/2024 08:01:48,"GT | Alarma: Link Down | Descripcion: Link Down | Equipo: HMALGTHCN1T1A04B02EIM2 | Puerto: GigabitEthernet5/0/1 Interfaz Generica
Tipo de Equipo: NE40E(V8) - Direccion IP: 10.179.28.36
Causa Probable: The link breaks when the interface changes to down.
Descripcion de Alarma (ESP): Enlace caido
Mnemo",1,2,2,Closed,FRONT OFFICE,alexanderf.lopez,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,f,,,,22-AUG-24,"SEGUN CORREO DE UFINET TIK-476557-L9Q8: ""22/08/2024 01:40 AM ASUNTO: RESULTADOS DE PRUEBAS DE ENLACE - SOLICITUD DE REVISIÓN DE EQUIPOS ESTIMADO CLIENTE, LE INFORMAMOS QUE NUESTRO PERSONAL REALIZÓ PRU",1,0,.,.,ACCESO,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",JACALTENANGO-SAN ANTONIO HUISTA_UFINET,
1004,F5681048,F5681048-001,DATOS,ROUTER,TELGUA,21/08/2024 17:00:21,22/08/2024 08:53:12,15.88,Guatemala,OCCIDENTE,HUEHUETENANGO UR,tmipuser,22/08/2024 08:29:01,FRONT OFFICE,WO - CCR GT,,jonatan.escobar,GT | Alarma: Link Down | Descripcion: Link Down | Equipo: HUEHGTHUN1T1A07A02EIM1 | Puerto: GigabitEthernet5/0/0 Interfaz Generica,CAIDA PARCIAL,DESCONFIGURADO,21/08/2024 16:31:43,22/08/2024 08:53:11,"GT | Alarma: Link Down | Descripcion: Link Down | Equipo: HUEHGTHUN1T1A07A02EIM1 | Puerto: GigabitEthernet5/0/0 Interfaz Generica
Tipo de Equipo: NE40E(V8) - Direccion IP: 10.179.28.35
Causa Probable: The link breaks when the interface changes to down.
Descripcion de Alarma (ESP): Enlace caido
Mnemo",1,0,2,Closed,FRONT OFFICE,alexanderf.lopez,F5681048,FIBRA OPTICA,closed,f,,,,22-AUG-24,"WO F5681215 Y F5681040 SEGUN CORREO DE UFINET TIK-476557-L9Q8: ""22/08/2024 01:40 AM ASUNTO: RESULTADOS DE PRUEBAS DE ENLACE - SOLICITUD DE REVISIÓN DE EQUIPOS ESTIMADO CLIENTE, LE INFORMAMOS QUE NUEST",1,0,.,.,ACCESO,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",JACALTENANGO-SAN ANTONIO HUISTA_UFINET,
1005,F5681215,F5681215-002,TRANSMISION,DWDM,TELGUA,21/08/2024 18:52:21,22/08/2024 08:17:35,13.42,Guatemala,OCCIDENTE,JACALTENANGO,herrera.enio,21/08/2024 18:57:31,FRONT OFFICE,WO - CCR GT,WO - UFINET,jonatan.escobar,SE OBSERVA ALARMAS DE PERDIDA DE SEÑAL ENTRE LOS NODOS  JACALTENANGO - SAN ANTONIO  ANILLO 41 HUEHU,ENLACE FUERA DE GESTION,CORTE DE FIBRA,21/08/2024 18:52:19,22/08/2024 08:17:28,SE OBSERVA ALARMAS DE PERDIDA DE SEÑAL ENTRE LOS NODOS  JACALTENANGO - SAN ANTONIO  ANILLO 41 HUEHUE DEL GESTOR  NOKIA 1350,4,0,3,Closed,FRONT OFFICE,alexanderf.lopez,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,f,,,,22-AUG-24,"SEGUN CORREO DE UFINET TIK-476557-L9Q8: ""22/08/2024 01:40 AM ASUNTO: RESULTADOS DE PRUEBAS DE ENLACE - SOLICITUD DE REVISIÓN DE EQUIPOS ESTIMADO CLIENTE, LE INFORMAMOS QUE NUESTRO PERSONAL REALIZÓ PRU",0,0,.,.,ACCESO,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",JACALTENANGO-SAN ANTONIO HUISTA_UFINET,
1006,F5681352,F5681352-003,MOVIL,BSC,TELGUA,21/08/2024 20:55:12,22/08/2024 04:24:34,7.49,Guatemala,CENTRAL,WG1287_SAN_IXTAN,tmipuser,21/08/2024 20:59:25,FRONT OFFICE,WO - CCR GT,,marcos.balsells,Huawei_U2020_Mobile .gt.mx.u2020_movil_alm Managed_Element 8530,RENDIMIENTO,BSC FALLA DE HARDWARE,21/08/2024 20:39:46,22/08/2024 01:49:55,"Guatemala Sitio 4G-LTE FUERA DE SERVICIO Enodeb Name: LG1287 - SAN_IXTAN Enodeb IP: 10.111.110.207
NeType: MME| NeLocation: Centro| vendor: Huawei| neName: MMEGT01| alarmName: S1ap Link Down| alarmLocation: SubrackNo=0, SlotNo=11, ProcType=SGP, ProcNo=0, MCC=704, MNC=01, EnodeBType=MACRO, EnodeBCode",1,0,3,Closed,FRONT OFFICE,alexanderf.lopez,RESTABLECIMIENTO DE TRANSMISION,TRANSMISION,closed,f,,,,22-AUG-24,"SE LOCALIZO DAÑO A CAUSA DE INCENDIO, SE JALO RESERVA DE 3 POSTES Y SE REALIZO 1 EMPALME DE 12 FO. SE UTILIZO 1 MUFA NUEVA COMNSCOPE, 12 TERMOENCOGIBLE 60MM, 4 PREFORMADOS PUNTO VERDE. TRABAJARON EN E",0,0,14.167429,-90.045345,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",JALPATAGUA-SAN IXTAN,
1007,F5681976,F5681976-003,CONMUTACION,IMS_ACCESO,TELGUA,22/08/2024 07:53:19,22/08/2024 16:11:35,8.3,Guatemala,ORIENTE,SAN JOSE LA ARADA,tmipuser,22/08/2024 09:14:38,FRONT OFFICE,WO - CCR GT,,juan.donis,GT - PERDIDA DE CONEXION ENTRE GPON MA5800-X2 M01_USJAGTJAN1C3A01A011SA0_OLT_SN_JOSE_L_ARADA Y U2000,CAIDA TOTAL,INCIDENTE CONMUTACION,22/08/2024 07:25:03,22/08/2024 15:31:47,"GT - PERDIDA DE CONEXION ENTRE GPON MA5800-X2 M01_USJAGTJAN1C3A01A011SA0_OLT_SN_JOSE_L_ARADA Y U2000

Huawei/U2000;167774015
native ProbableCause=Communication with the device failed,
ProbableCause=UNIDENTIFIED,
probableCauseQualifier=2346-100,
Layer Rate=1,
service affecting=Information_not_provide",1,0,2,Closed,FRONT OFFICE,joser.marroquin,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,22-AUG-24,FALLA: 5681976 TIPO DE FALLA: ÚLTIMA MILLA TRAMO DE FIBRA: RED GPON UR CHIQUIMULA-SAN JOSÉ LA ARADA LATITUD DE CORTE: 14.746375 LONGITUD DE CORTE: -89.542276 REPARACIÓN PRINCIPAL: 3 REPARACIÓN ESPECÍF,0,1,14.746375,-89.542276,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",TRAMO NO DOCUMENTADO,
1008,F5682121,F5682121-003,TRANSMISION,DWDM,TELGUA,22/08/2024 09:30:33,22/08/2024 14:50:51,5.34,Guatemala,ORIENTE,MARISCOS,tmipuser,22/08/2024 09:37:42,FRONT OFFICE,WO - CCR GT,,cristian.gonzalezr,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: Mariscos | Puerto: 0-subrack-1-F1AST4-1(RM1/TM1 DIR LOS AMATES)-OSC:1 Tipo de Equipo: OptiX OSN 1800 - Direccion IP: 10.87.86.162 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS threshold. Descripcion de Alarma (ESP): Perdida de la potencia optica de entrada de la interfaz OSC Mnemonico: IAMAGTMA,CAIDA TOTAL,DWDM SIN PROTECCION,22/08/2024 09:27:37,22/08/2024 13:12:14,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: Mariscos | Puerto: 0-subrack-1-F1AST4-1(RM1/TM1 DIR LOS AMATES)-OSC:1 Tipo de Equipo: OptiX OSN 1800 - Direccion IP: 10.87.86.162 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS t,1,0,2,Closed,FRONT OFFICE,joser.marroquin,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,f,,,,22-AUG-24,"JOSE SASO Y CRISTHOPER BRAUN INDICAN QUE SE ENCONTRO CORTE POR CAIDA DE ARBOL SE REALIZA 12 FUSIONES Y SE PONE MUFA SE RECORE RESERVA DE 30 METROS BACKBONE, LATITUD 15.420349 LONGITUD -89.074204 CODIG",0,1,15.420349,-89.074204,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,TRAMO NO DOCUMENTADO,
1009,F5682122,F5682122-001,MOVIL,BTS,TELGUA,22/08/2024 09:32:45,22/08/2024 18:03:19,8.51,Guatemala,ORIENTE,WG3627_CHACALTE,tmipuser,22/08/2024 09:51:47,GT - F.O MOVIL,WO - CCR GT,,diego.quiroa,"RADIOBASE_HUAWEI .""CHACALTE_ID_WG3627""",CAIDA TOTAL,BTS FALLA EN EL MEDIO DE TX,22/08/2024 09:22:17,22/08/2024 18:03:19,"ManagedObject: RADIOBASE_HUAWEI .""CHACALTE_ID_WG3627""
AddText: Guatemala Sitio 2GY3G Fuera por Transmision, RNC=GTVLL1R,  ---SITIO FUERA POR TRANSMISION WG3627 CRITICIDAD CRITICO_VIP",1,0,2,Closed,GT - F.O MOVIL,julio.barrera,TRABAJOS DE TERCEROS,ADMINISTRATIVO,closed,f,,,,22-AUG-24,"SE COMUNICA ERICK HERNANDEZ INDICA QUE SE INSTALA 200 METROS DE CABLE  SE REALIZA 12 EMPALMES Y SE INSTALAN 2 MUFAS DAÑO PROVOCADO POR PODA DE ARBOLES TRABAJA EN SITIO ELMER MILIAN Y CARLOS JUAREZ, VA",0,1,16.017350,-89.309422,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",TRAMO NO DOCUMENTADO,
1010,F5682289,F5682289-002,MOVIL,BTS,TELGUA,22/08/2024 10:58:29,22/08/2024 16:11:18,5.21,Guatemala,OCCIDENTE,WG3740_MOGOTILLOS,tmipuser,22/08/2024 11:23:47,GT - F.O MOVIL,WO - CCR GT,WO - CLAROFIBRAOPTICA,cristian.gonzalezr,"RADIOBASE_HUAWEI .""MOGOTILLOS_ID_WG3740""",CAIDA TOTAL,BTS FALLA EN EL MEDIO DE TX,22/08/2024 10:42:45,22/08/2024 16:11:16,"ManagedObject: RADIOBASE_HUAWEI .""MOGOTILLOS_ID_WG3740""
AddText: Guatemala Sitio 2GY3G Fuera por Transmision, RNC=GTVLL2R,  ---SITIO FUERA POR TRANSMISION WG3740 CRITICIDAD CRITICO_VIP",1,0,2,Closed,GT - F.O MOVIL,julio.barrera,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,22-AUG-24,"COMENTARIO GENERAL DE CIERRE: DAÑO PROVOCADO POR MAQUINARIA PESADA, SE CORRIÓ 20MTS DE RESERVA, SE REALIZO 1 EMPALME DE 12 FUSIONES, SE UTILIZO UNA MUFA CORNING ATENDIERON EN CAMPO CARLOS MAZARIEGOS,",0,1,15.105426,-91.606826,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",CABRICAN-PALESTINA DE LOS ALTOS_UFINET,
1011,F5682662,F5682662-003,DATOS,ROUTER,TELGUA,22/08/2024 13:52:54,22/08/2024 18:42:12,4.82,Guatemala,CENTRAL,ZAPOTITLAN CELDA,tmipuser,22/08/2024 17:27:02,FRONT OFFICE,WO - CCR GT,,jonatan.escobar,GT | Alarma: The Device is offline | Descripcion: Device discontinuity | Equipo: JZAPGTZAN1W1A01A01YOM1 | Puerto:  Interfaz Generica,CAIDA TOTAL,DESCONFIGURADO,22/08/2024 13:37:28,22/08/2024 18:37:18,"GT | Alarma: The Device is offline | Descripcion: Device discontinuity | Equipo: JZAPGTZAN1W1A01A01YOM1 | Puerto:  Interfaz Generica
Tipo de Equipo: ATN905(V8) - Direccion IP: 10.87.6.139
Causa Probable: 1.The device is offline. 2.The NMS server cannot be connected to the device through ICMP/SNMP.
D",1,0,2,Closed,FRONT OFFICE,sergior.portillo,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,f,,,,22-AUG-24,FALLAS NO.: 5682662 TAREA DE FO 5682662-002 TIPO DE FALLA: ULTIMA MILLA TRAMO DE FIBRA: CELDA EL ADELANTO - CELDA ZAPOTITLAN LATITUD DE CORTE DE F. O: 14.159125 LONGITUD DE CORTE DE F.O: -89.810471 RE,1,0,14.159125,-89.810471,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",ADELANTO-ZAPOTITLAN,
