recid,NUMERO,TAREA,CATEGORY,SUBCATEGORY,COMPANY,INICIO_FALLA,CIERRE_FALLA,TIEMPO_TOTAL,COUNTRY,TG_REGION,LOCATION_FULL_NAME,OPENED_BY,ASSIGN_DATE,ASSIGNMENT,ASSIGN_DEPT,GRUPO_ASIGNACION,ASSIGNED_TO,BRIEF_DESCRIPTION,PROBLEM_TYPE,PRODUCT_TYPE,INICIO_AFECTACION,FIN_AFECTACION,DESC_FALLA,SEVERITY,TG_CANTIDAD_DSLAM,TG_SEVERIDAD,PROBLEM_STATUS,RESOLVED_GROUP,CLOSED_BY,RESOLUTION_CODE,RES_ANAL_CODE,STATUS,TG_CLIENTEEMPRESARIAL,NOMBRE_WO,INICIO_WO,FIN_WO,CLOSE_TIME,RESOLUCION,TG_CANT_CLIENTES_AFECTADOS,TG_CANTIDAD_CELDAS,Latitud_del_corte_de_FO,Longitud_del_corte_de_FO,Tipo,Falla_de_Fibra_Óptica,Reparación_Principal_FO,Reparación_específica_FO,Tramo_de_FO,Tramo_sin_Documentar
667,F6063621,F6063621-002,MOVIL,LTE,TELGUA,13/05/2025 05:57:28,13/05/2025 14:54:30,8.95,Guatemala,ORIENTE,LG3569_LAS_VINAS,tmipuser,13/05/2025 10:08:00,FRONT OFFICE,WO - CCR GT,,marioa.hernandez,Guatemala Sitio 4G-LTE FUERA DE SERVICIO Enodeb Name: LG3569 - LAS_VINAS Enodeb IP: 10.111.210.28,CAIDA TOTAL,FALLA EN ENODEB,13/05/2025 05:48:37,13/05/2025 14:54:29,"Guatemala Sitio 4G-LTE FUERA DE SERVICIO Enodeb Name: LG3569 - LAS_VINAS Enodeb IP: 10.111.210.28
NeType: MME| NeLocation: Centro| vendor: Huawei| neName: MMEGT01| alarmName: S1ap Link Down| alarmLocation: SubrackNo=1, SlotNo=13, ProcType=SGP, ProcNo=7, MCC=704, MNC=01, EnodeBType=MACRO, EnodeBCode=",1,0,2,Closed,FRONT OFFICE,deboral.arroyo,CORRECCION ATENUACION FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,13-MAY-25,SE COMUNICA DANY ANDRINO INDICA QUE SE ENCONTRO DAÑO EN MUFA A 8348 METROS SE REALIZAN 12 FUSIONES Y VALIDA LUIS RAMIREZ DE BO LATITUD 15.246908 LONGITUD -89.088861 CODIGO DE CIERRE 2 2.1 ULTIMA MILLA,0,1,15.246908,-89.088861,ULTIMA MILLA,SI,2.HILOS FO ROTOS/ MAL ACOMODO DE HILOS EN BANDEJAS / TUBOS H,2.1 INTERVENCION A MUFA O CIERRE FO/NAP/HUB BOX EXISTENTE EN,TRAMO NO DOCUMENTADO,LOS AMATES UR HACIA DIRECION LAS VIÑAS
668,F6063623,F6063623-002,MOVIL,LTE,TELGUA,13/05/2025 05:58:31,13/05/2025 14:52:34,8.9,Guatemala,ORIENTE,LG3664_SN_ISIDRO_B_VERAPAZ,tmipuser,13/05/2025 08:55:48,FRONT OFFICE,WO - CCR GT,,yensis.calgua,Guatemala Sitio 4G-LTE FUERA DE SERVICIO Enodeb Name: LG3664 - SN_ISIDRO_B_VERAPAZ Enodeb IP: 10.111.182.125,CAIDA TOTAL,FALLA EN ENODEB,13/05/2025 05:51:37,13/05/2025 14:52:30,"Guatemala Sitio 4G-LTE FUERA DE SERVICIO Enodeb Name: LG3664 - SN_ISIDRO_B_VERAPAZ Enodeb IP: 10.111.182.125
NeType: MME| NeLocation: Centro| vendor: Huawei| neName: MMEGT01| alarmName: S1ap Link Down| alarmLocation: SubrackNo=1, SlotNo=10, ProcType=SGP, ProcNo=6, MCC=704, MNC=01, EnodeBType=MACRO,",1,0,2,Closed,FRONT OFFICE,deboral.arroyo,REPOSICION DE TRAMO DE FIBRA OPTICA POR ROBO,FIBRA OPTICA,closed,f,,,,13-MAY-25,"DIETER LEAL INFORMA CELDA OPERATIVA > LUIS RAMIREZ DE FRONT OFFICE CORTE DE FO POR ACCIDENTE DE TRANSITO, SE INSTALO 150 METROS DE FO Y SE INSTALO 2 MUFAS SANTA BARBARA - SAN ISIDRO UM LATITUD 15.0694",0,1,15.069427,-90.179449,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,TRAMO NO DOCUMENTADO,SANTA BARBARA - SAN ISIDRO
669,F6063648,F6063648-001,CONMUTACION,IMS_ACCESO,TELGUA,13/05/2025 06:31:13,13/05/2025 19:33:03,13.03,Guatemala,METROPOLITANA,VILLA HERMOSA UR,tmipuser,13/05/2025 11:57:24,FRONT OFFICE,WO - CCR GT,,bryan.sutuj,GT - CORTE DE FIBRA EN ONTS EN H905FLHF DEL GPON M01_GVCAGTVH_OLT_VILLA_HERMOSA,CAIDA PARCIAL,GPON-CORTE DE FIBRA OPTICA EN ONTS,13/05/2025 06:15:02,13/05/2025 17:53:17,"GT - CORTE DE FIBRA EN ONTS EN H905FLHF DEL GPON M01_GVCAGTVH_OLT_VILLA_HERMOSA
 /shelf=0/slot=16_Port=12 ONUID= 4

Huawei/U2000;167772197;/shelf=0/slot=16/fb=0/domain=UNKNOWN/port=12/highPath=4/lowPath=0
native ProbableCause=The distribute fiber is broken or the OLT cannot receive expected optical",3,0,2,Closed,FRONT OFFICE,william.iquite,INSTALACION DE CABLE DE FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,13-MAY-25,"SE COMUNICA GILMAR HERNANDEZ INFORMA QUE SE INSTALA 120 METROS DE CABLE DE FIBRA DE 48 SE REALIZA 2 EMPALMES CON DOS CIERRES, SE CONFIRMA CON SAMARA PINELO DE BO CX, SE TRABAJA EN CONJUNTO JOSE LUIS H",1,0,14.505371,-90.542707,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,TRAMO NO DOCUMENTADO,UR VILLA HERMOSA HACIA HUB BOX GPON.
670,F6064037,F6064037-002,MOVIL,LTE,TELGUA,13/05/2025 09:43:40,13/05/2025 15:34:29,5.85,Guatemala,CENTRAL,LG4232_EL_RODEO_II_ESCUINTLA,tmipuser,13/05/2025 09:52:50,FRONT OFFICE,WO - CCR GT,,yensis.calgua,Guatemala Sitio 4G-LTE FUERA DE SERVICIO Enodeb Name: LG4232 - EL_RODEO_II_ESCUINTLA Enodeb IP: 10.74.8.66,CAIDA TOTAL,FALLA EN ENODEB,13/05/2025 09:39:49,13/05/2025 15:34:06,"Guatemala Sitio 4G-LTE FUERA DE SERVICIO Enodeb Name: LG4232 - EL_RODEO_II_ESCUINTLA Enodeb IP: 10.74.8.66
NeType: MME| NeLocation: Centro| vendor: Huawei| neName: MMEGT01| alarmName: S1ap Link Down| alarmLocation: SubrackNo=0, SlotNo=4, ProcType=SGP, ProcNo=2, MCC=704, MNC=01, EnodeBType=MACRO, Eno",1,0,2,Closed,FRONT OFFICE,deboral.arroyo,TRABAJOS DE TERCEROS,FIBRA OPTICA,closed,f,,,,13-MAY-25,FALLAS NO.:  F6064037 TAREA DE FO F6064037-02 TIPO DE FALLA: ÚLTIMA MILLA TRAMO DE FIBRA: UR ESCUINTLA - RODEO 2 LATITUD DE CORTE DE F. O: 14.3928978 LONGITUD DE CORTE DE F.O: -90.8314945 REPARACIÓN P,0,2,14.3928978,-90.8314945,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",TRAMO NO DOCUMENTADO,Ur Escuintla - Rodeo 2
671,F6064927,F6064927-002,DATOS,SWITCH,TELGUA,13/05/2025 15:30:42,13/05/2025 19:33:04,4.04,Guatemala,OCCIDENTE,OLINTEPEQUE UR,tmipuser,13/05/2025 15:38:10,FRONT OFFICE,WO - CCR GT,,jonatan.escobar,Guatemala || QOLIGTOLN1D1A03A131BM1 || =InterfaceDown || GigabitEthernet0/3/2 || down ||  ||  || OLINTEPEQUE UR || 10.87.8.166,CAIDA PARCIAL,PUERTO FUERA DE SERVICIO,13/05/2025 15:22:12,13/05/2025 18:49:24,"Guatemala || QOLIGTOLN1D1A03A131BM1 || =InterfaceDown || GigabitEthernet0/3/2 || down ||  ||  || OLINTEPEQUE UR || 10.87.8.166

Interface Down, omkState down
           ::::RAW DATA::::
            omkId = 6823b860b42359723b0c2a1c
            omkTime = 1747171332
            omkDate = 
            o",1,0,2,Closed,FRONT OFFICE,william.iquite,REPARACION O REPOSICION DE HARDWARE,FIBRA OPTICA,closed,f,,,,13-MAY-25,*FALLA: 6064927 *TAREA DE FO:  6064927-002 *TIPO DE FALLA: ÚLTIMA MILLA *TRAMO DE FIBRA: UR OLINTEPEQUE HACIA CHAJABAL *LATIDUD DE CORTE DE F. O: 14.900519 *LONGITUD DE CORTE DE F.O: -91.509561 *REPAR,0,1,14.900519,-91.509561,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",TRAMO NO DOCUMENTADO,UR OLINTEPEQUE-CHAJABAL
672,F6065337,,CONMUTACION,IMS_ACCESO,TELGUA,13/05/2025 18:45:55,13/05/2025 23:58:41,5.21,Guatemala,CENTRAL,SAN ANTONIO AGUAS CALIENTES CELDA,tmipuser,13/05/2025 18:53:38,FRONT OFFICE,WO - CCR GT,,jonatan.escobar,GT - CORTE DE FIBRA EN ONTS EN H905FLHF DEL GPON M01_ASAAGTSAN1C2A01A011QA0_OLT_SN_ANT_AGUAS_C,CAIDA PARCIAL,GPON-CORTE DE FIBRA OPTICA EN ONTS,13/05/2025 18:29:46,13/05/2025 22:07:56,"GT - CORTE DE FIBRA EN ONTS EN H905FLHF DEL GPON M01_ASAAGTSAN1C2A01A011QA0_OLT_SN_ANT_AGUAS_C
 /shelf=0/slot=1_Port=12 ONUID= 13

Huawei/U2000;167774235;/shelf=0/slot=1/fb=0/domain=UNKNOWN/port=12/highPath=13/lowPath=0
native ProbableCause=The loss of frame of ONTi (LOFi) occurs,
ProbableCause=UNID",1,0,2,Closed,FRONT OFFICE,william.iquite,CORRECCION ATENUACION FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,13-MAY-25,"COMENTARIO GENERAL DE CIERRE: SE PROCEDIÓ A MEDIR EN HUBBOX  ESTAMOS VALIDANDO POTENCIAS  SE LIMPIA PASAMUROS Y LAS POTENCIAS  ESTÁN EN RANGO TRABAJARON EN EL PUNTO: ADOLFO GÓMEZ, BRAYAN  RODAS Y EDY",0,1,14.552190,-90.786726,ACCESO,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",TRAMO NO DOCUMENTADO,Ur San Anto Agus Calientes  - XIAG0103
673,F6066137,F6066137-002,MOVIL,BTS,TELGUA,14/05/2025 06:02:44,14/05/2025 14:30:41,8.47,Guatemala,CENTRAL,SAN RAFAEL LAS FLORES CIUDAD CELDA,palencia.melvin,14/05/2025 06:10:55,FRONT OFFICE,WO - CCR GT,,marlon.martinez,FUERA DE SERVICIO SITIO LG1772 - SAN_RAFAEL_LAS_FLORES_CIUDAD - 10.111.81.163,CAIDA TOTAL,BTS  CON FALLA,14/05/2025 06:02:43,14/05/2025 14:30:38,FUERA DE SERVICIO SITIO LG1772 - SAN_RAFAEL_LAS_FLORES_CIUDAD - 10.111.81.163,2,0,2,Closed,FRONT OFFICE,deboral.arroyo,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,f,,,,14-MAY-25,FALLA NO.: 6066137 TAREA DE FO 6066137-002 TIPO DE FALLA: ÚLTIMA MILLA TRAMO DE FIBRA: SAN RAFAEL LAS FLORES - SAN RAFAEL LAS FLORES CIUDAD LATITUD DE CORTE DE F. O: 14.4817293 LONGITUD DE CORTE DE F.,0,1,14.4817293,-90.1723859,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",TRAMO NO DOCUMENTADO,San Rafael Las Flores - San Rafael las Flores Ciudad
674,F6066235,F6066235-002,CONMUTACION,IMS_ACCESO,TELGUA,14/05/2025 07:00:02,14/05/2025 14:02:21,7.04,Guatemala,METROPOLITANA,VALLES DEL NORTE SHELTER,tmipuser,14/05/2025 07:46:23,FRONT OFFICE,WO - CCR GT,,cristian.gonzalezr,GT - PERDIDA DE CONEXION ENTRE MSAN MA5616 M00_GNCYGT2E_VALLE_DEL_NORTE VALLES DEL NORTE SHELTER,CAIDA TOTAL,INCIDENTE CONMUTACION,14/05/2025 06:41:06,14/05/2025 13:12:06,"GT - PERDIDA DE CONEXION ENTRE MSAN MA5616 M00_GNCYGT2E_VALLE_DEL_NORTE VALLES DEL NORTE SHELTER

Huawei/U2000;7342734
native ProbableCause=Communication with the device failed,
ProbableCause=UNIDENTIFIED,
probableCauseQualifier=59-100,
Layer Rate=1,
service affecting=Information_not_provided,
affec",1,0,2,Closed,FRONT OFFICE,josea.corado,RESTABLECIMIENTO  DE SOFTWARE,CONMUTACION,closed,f,,,,14-MAY-25,"FIBRA OPTICA SE ATIENDE LLADAMA DE ROBERTO ESTRADA, SE INSTALA 100 MTS DE 12 FIBRAS, 24 FUSIONES. 2 MUFAS MARCA COMSCOP 450, VALIDA GUSTAVO TOBAR DE BO CONMUTACION  TRAMO VALLES DEL NORTE SHELTER HACI",0,1,14.666004,-90.430911,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",SAN RAFAEL-COLONIA MAYA,
675,F6066824,F6066824-002,MOVIL,LTE,TELGUA,14/05/2025 10:49:41,14/05/2025 22:43:46,11.9,Guatemala,METROPOLITANA,LG5176_EL_ESCUDERO_SAN_MARTIN_TC,tmipuser,14/05/2025 11:10:46,FRONT OFFICE,WO - CCR GT,,cristian.gonzalezr,Guatemala Sitio 4G-LTE FUERA DE SERVICIO Enodeb Name: LG5176 - WG5176_EL_ESCUDERO_SAN_MARTIN_TC Enodeb IP: 10.74.110.18,CAIDA TOTAL,FALLA EN ENODEB,14/05/2025 10:47:17,14/05/2025 22:43:40,"Guatemala Sitio 4G-LTE FUERA DE SERVICIO Enodeb Name: LG5176 - WG5176_EL_ESCUDERO_SAN_MARTIN_TC Enodeb IP: 10.74.110.18
NeType: MME| NeLocation: Centro| vendor: Huawei| neName: MMEGT01| alarmName: S1ap Link Down| alarmLocation: SubrackNo=1, SlotNo=13, ProcType=SGP, ProcNo=7, MCC=704, MNC=01, EnodeBT",1,0,2,Closed,FRONT OFFICE,bernie.cubur,REPARACION O REPOSICION DE HARDWARE,FIBRA OPTICA,closed,f,,,,14-MAY-25,"WILSON ECHEVERRIA INDICA QUE SE REALIZA UNA FUSION EN CAJA OPTICA EN SITIO POR COMIDA DE ROEDOR TRABAJO LEISER ALARCON, ARTURO IZAGUIRRE Y WILSON ECHEVERRIA DE PLANTA INTERNA GUSTAVO FLORES VALIDA DAN",0,1,14.6828257,-90.6082707,BACKBONE,SI,4.ATENUACION EN CONECTORES O HILOS FO / MALA CONECTIVIDAD EN,4.1 EMPALME O FUSION POR HILO DE FO EN DISTRIBUIDOR OPTICO,TRAMO NO DOCUMENTADO,EL ESCUDERO SAN MARTIN TC HACIA VISTA HERMOSA
676,F6067105,F6067105-003,DATOS,ROUTER,TELGUA,14/05/2025 12:30:33,14/05/2025 17:35:00,5.07,Guatemala,CENTRAL,EL QUETZAL PASACO CELDA,tmipuser,14/05/2025 12:48:35,FRONT OFFICE,WO - CCR GT,,cristian.gonzalezr,GT | Alarma: The Device is offline | Descripcion: Device discontinuity | Equipo: JPASGTQUN1T1A03A31ENM1 | Puerto:  Interfaz Generica,CAIDA TOTAL,DESCONFIGURADO,14/05/2025 12:20:17,14/05/2025 17:13:37,"GT | Alarma: The Device is offline | Descripcion: Device discontinuity | Equipo: JPASGTQUN1T1A03A31ENM1 | Puerto:  Interfaz Generica
Tipo de Equipo: ATN910D - Direccion IP: 10.87.2.23
Causa Probable: 1.The device is offline. 2.The NMS server cannot be connected to the device through ICMP/SNMP.
Descr",1,0,2,Closed,FRONT OFFICE,josea.corado,RESTABLECIMIENTO  DE SOFTWARE,PERFORMANCE,closed,f,,,,14-MAY-25,FALLA: 6067105 TAREA FO: 6067105-002 TIPO DE FALLA: ACCESO TRAMO DE FIBRA: QUETZAL PASACO / LAGUNA DEL COMENDADOR LATITUD DE CORTE DE F. O: 13.9641992 LONGITUD DE CORTE DE F.O: -90.2404919 REPARACIÓN,0,1,13.9641992,-90.2404919,ACCESO,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,TRAMO NO DOCUMENTADO,QUETZAL PASACO-LAGUNA DEL COMENDADO
677,F6068257,F6068257-001,TRANSMISION,DWDM,TELGUA,15/05/2025 05:24:22,15/05/2025 14:42:22,9.3,Guatemala,OCCIDENTE,MAZATENANGO CTRAL,tmipuser,15/05/2025 05:43:30,FRONT OFFICE,WO - CCR GT,,marcos.balsells,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Mazatenango | Puerto: 0-Escuintla/Retalhuleu-6-11AST2-2(RM2/TM2-Dir Escuintla)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.179.4.218 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS threshold. Descripcion de Alarma (ESP): Perdida de la potencia optica de entrada de la interfaz OSC Mnemonico: MZTNGTMZ,CAIDA TOTAL,DWDM SIN PROTECCION,15/05/2025 05:21:07,15/05/2025 14:41:07,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Mazatenango | Puerto: 0-Escuintla/Retalhuleu-6-11AST2-2(RM2/TM2-Dir Escuintla)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.179.4.218 Causa Probable: OSC_LOS is declared if the input power is lower,1,0,2,Closed,FRONT OFFICE,josea.corado,RESTABLECIMIENTO  DE SOFTWARE,TRANSMISION,closed,f,,,,15-MAY-25,"PERSONAL DE FIBRE INFORMA SE ENCONTRO DAÑO EN MUFA SE PROCEDE A LA REPARACION DE HILOS SE REALIZARON 48 FUSIONES DAÑO OCASIONADO POR CAIDA DE ARBOL . TRABAJO EN CAMPO DE FO. JORGE PEREZ, CRISTIAN ALON",1,0,14.393390,-91.196252,BACKBONE,SI,4.ATENUACION EN CONECTORES O HILOS FO / MALA CONECTIVIDAD EN,4.2 EMPALME O FUSION POR HILO DE FO EN MUFA O CIERRE FO AERE,TRAMO NO DOCUMENTADO,PATULUL  /COYOLATE
678,F6068306,F6068306-002,DATOS,ROUTER,TELGUA,15/05/2025 06:25:24,15/05/2025 13:00:48,6.59,Guatemala,CENTRAL,SUCHITAN CELDA,tmipuser,15/05/2025 06:37:15,GT - F.O MOVIL,WO - CCR GT,,marcos.balsells,GT | Alarma: The Device is offline | Descripcion: Device discontinuity | Equipo: JSCMGTSUN1R1A01A01ENM1 | Puerto:  Interfaz Generica,CAIDA TOTAL,DESCONFIGURADO,15/05/2025 06:17:00,15/05/2025 11:15:53,"GT | Alarma: The Device is offline | Descripcion: Device discontinuity | Equipo: JSCMGTSUN1R1A01A01ENM1 | Puerto:  Interfaz Generica
Tipo de Equipo: ATN910D - Direccion IP: 10.87.6.29
Causa Probable: 1.The device is offline. 2.The NMS server cannot be connected to the device through ICMP/SNMP.
Descr",1,0,2,Closed,GT - F.O MOVIL,diego.taguite,REPARACION O REPOSICION DE HARDWARE,FIBRA OPTICA,closed,f,,,,15-MAY-25,FALLA: 6068306 TAREA FO: 6068306-002 TIPO DE FALLA: ULTIMA MILLA TRAMO DE FIBRA: CELDA SUCHITAN - STA CATARINA MITA LATITUD DE CORTE DE F. O: 14.434081 LONGITUD DE CORTE DE F.O: -89.794912 REPARACIÓN,1,3,14.434081,-89.794912,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,TRAMO NO DOCUMENTADO,CELDA SUCHITAN - STA CATARINA MITA
679,F6069861,F6069861-003,TRANSMISION,DWDM,TELGUA,15/05/2025 21:24:58,16/05/2025 19:28:57,22.07,Guatemala,ORIENTE,LOS AMATES UR,tmipuser,16/05/2025 15:39:30,GT - F.O MOVIL,WO - CCR GT,,jonatan.escobar,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: Los Amates | Puerto: 0-subrack-1-F1AST4-2(RM2/TM2 DIR MARISCOS)-OSC:1 Tipo de Equipo: OptiX OSN 1800 - Direccion IP: 10.87.86.170 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS threshold. Descripcion de Alarma (ESP): Perdida de la potencia optica de entrada de la interfaz OSC Mnemonico: IAMAGTAM,CAIDA TOTAL,DWDM SIN PROTECCION,15/05/2025 21:15:40,16/05/2025 19:28:19,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: Los Amates | Puerto: 0-subrack-1-F1AST4-2(RM2/TM2 DIR MARISCOS)-OSC:1 Tipo de Equipo: OptiX OSN 1800 - Direccion IP: 10.87.86.170 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS t,1,0,2,Closed,GT - F.O MOVIL,gustavo.quezada,VANDALISMO,FIBRA OPTICA,closed,f,,,,16-MAY-25,"SE COMUNICA JOSE SAZO, INFORMA SE ENCONTRO CABLE POR BANDALISMO SE CORRIO UNA RESERVA QUE ESTABA A 150 MTS DE DISTANCIA Y SE ESTA INSTALANDO UN POSTE 8120 Y SE HIZO UNA MUFA 48 FUSIONES, VALIDA CARLOS",0,11,15.376256,-89.023311,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",TRAMO NO DOCUMENTADO,CRISTINA HACIA TRINCHERAS
680,F6069866,F6069866-003,TRANSMISION,RADIOS SDH,TELGUA,15/05/2025 21:30:15,16/05/2025 12:30:31,15,Guatemala,ORIENTE,MODESTO MENDEZ CELDA,tmipuser,16/05/2025 08:42:41,GT - F.O MOVIL,WO - CCR GT,,julio.alvarez,"GT | Alarma: ETH_LOS | Descripcion: Loss of network port connection | Equipo: ILIVGTMMN1T1A01A01S2N1 | Puerto: 7-EM10-6(Pto 5 RTN CRUCE_A_SEMOX DIR SOSELA)-MAC:1 Tipo de Equipo: OptiX RTN 905 - Direccion IP: 10.86.35.200 Causa Probable: (1)The port is enabled, but the network cable or fiber of the network port is improperly connected Descripcion de Alarma (ESP): Descripcion en Espanol NO proporcionada. Mnemonico: 1",CAIDA TOTAL,RADIOS DIGITALES SIN PROTECCION,15/05/2025 21:02:15,16/05/2025 11:40:11,"GT | Alarma: ETH_LOS | Descripcion: Loss of network port connection | Equipo: ILIVGTMMN1T1A01A01S2N1 | Puerto: 7-EM10-6(Pto 5 RTN CRUCE_A_SEMOX DIR SOSELA)-MAC:1 Tipo de Equipo: OptiX RTN 905 - Direccion IP: 10.86.35.200 Causa Probable: (1)The port is enabled, but the network cable or fiber of the n",1,0,2,Closed,GT - F.O MOVIL,diego.taguite,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,f,,,,16-MAY-25,"FIBRA OPTICA SE ATIENDE LLAMADA DE KENNETH BROWN, DAÑO EN CAJA OPTICA POR ROEDORES, SE REISIERON FUSIONES, VALIDA WILLIAN LOPEZ DE FRONT OFFICE OPERATIVO, TAMBIEN APOYO IRVIN RAMOS DE PX.  MODESTO MEN",0,1,15.82.28,-89.16.24,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,SEMOX-MODESTO MENDEZ,
681,F6069903,F6069903-002,TRANSMISION,DWDM,TELGUA,15/05/2025 22:21:42,16/05/2025 05:35:12,7.23,Guatemala,CENTRAL,NUEVA CONCEPCION UR,tmipuser,15/05/2025 22:31:57,FRONT OFFICE,WO - CCR GT,,marlon.martinez,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: AE_Nueva_Concepcion | Puerto: 0-subrack-13-B1CMD4-14(RX1/TX1-Dir Tiquisate)-OSC:1 Tipo de Equipo: OptiX OSN 1800 V Pro - Direccion IP: 10.179.5.228 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS threshold. Descripcion de Alarma (ESP): Perdida de la potencia optica de entrada de la interfaz OSC Mnemonico: ENCOGTNC,CAIDA TOTAL,DWDM SIN PROTECCION,15/05/2025 22:11:56,16/05/2025 05:24:30,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: AE_Nueva_Concepcion | Puerto: 0-subrack-13-B1CMD4-14(RX1/TX1-Dir Tiquisate)-OSC:1 Tipo de Equipo: OptiX OSN 1800 V Pro - Direccion IP: 10.179.5.228 Causa Probable: OSC_LOS is declared if the input power is lower,1,0,2,Closed,FRONT OFFICE,william.iquite,REPOSICION DE TRAMO DE FIBRA OPTICA POR ROBO,FIBRA OPTICA,closed,f,,,,16-MAY-25,"COMENTARIO GENERAL DE CIERRE: SE LOCALIZÓ EL 1 DAÑO PROVOCADO POR CAIDA DE 1 ARBOL POR LLUVIAS EN EL SECTOR , SE PROCEDIÓ A JALAR RESERVA A 3 POSTES DE DISTANCIA Y HACER 1 EMPALME. SE UBICA 2 DAÑO ATE",0,1,14.2136313,-91.3288927,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",TRAMO NO DOCUMENTADO,Ur Nueva Concepción - Ur Tiquisate
