recid,NUMERO,TAREA,CATEGORY,SUBCATEGORY,COMPANY,INICIO_FALLA,CIERRE_FALLA,TIEMPO_TOTAL,COUNTRY,TG_REGION,LOCATION_FULL_NAME,OPENED_BY,ASSIGN_DATE,ASSIGNMENT,ASSIGN_DEPT,GRUPO_ASIGNACION,ASSIGNED_TO,BRIEF_DESCRIPTION,PROBLEM_TYPE,PRODUCT_TYPE,INICIO_AFECTACION,FIN_AFECTACION,DESC_FALLA,SEVERITY,TG_CANTIDAD_DSLAM,TG_SEVERIDAD,PROBLEM_STATUS,RESOLVED_GROUP,CLOSED_BY,RESOLUTION_CODE,RES_ANAL_CODE,STATUS,TG_CLIENTEEMPRESARIAL,NOMBRE_WO,INICIO_WO,FIN_WO,CLOSE_TIME,RESOLUCION,TG_CANT_CLIENTES_AFECTADOS,TG_CANTIDAD_CELDAS,Latitud_del_corte_de_FO,Longitud_del_corte_de_FO,Tipo,Falla_de_Fibra_Óptica,Reparación_Principal_FO,Reparación_específica_FO,Tramo_de_FO,Tramo_sin_Documentar
1702,F5470916,F5470916-002,DATOS,SWITCH,TELGUA,23/04/2024 12:11:38,23/04/2024 18:53:11,6.69,Guatemala,METROPOLITANA,RESIDENCIALES SAN CARLOS C CELDA,tmipuser,23/04/2024 12:48:06,FRONT OFFICE,WO - CCR GT,WO - CLAROFIBRAOPTICA,thomas.peliz,GT | Alarma: Optical Invalid | Descripcion: Optical Invalid | Equipo: GVCAGTRSN1T1A01A27YOM1 | Puerto: GigabitEthernet0/2/4 Interfaz Generica,RENDIMIENTO,PUERTO FUERA DE SERVICIO,23/04/2024 11:31:27,23/04/2024 18:53:05,"GT | Alarma: Optical Invalid | Descripcion: Optical Invalid | Equipo: GVCAGTRSN1T1A01A27YOM1 | Puerto: GigabitEthernet0/2/4 Interfaz Generica
Tipo de Equipo: ATN905(V8) - Direccion IP: 10.174.172.6
Causa Probable: The input optical power was too low
Descripcion de Alarma (ESP): Modulo optico invalid",1,0,3,Closed,FRONT OFFICE,luis.escobar,TRABAJOS DE TERCEROS,FIBRA OPTICA,closed,f,,,,23-APR-24,SE JOSE ESCOBAR INDICA QUE SE REFUSIONA HILO DAÑADO EN ODF QUEDANDO SERVICIO RESTABLECIDO APOYO CON PLANTA INTERNA,0,0,14.479552,-90.488870,ULTIMA MILLA,SI,4.ATENUACION EN CONECTORES O HILOS FO / MALA CONECTIVIDAD EN,4.1 EMPALME O FUSION POR HILO DE FO EN DISTRIBUIDOR OPTICO,,
1703,F5470931,F5470931-003,TRANSMISION,DWDM,TELGUA,23/04/2024 12:19:41,24/04/2024 05:51:02,17.52,Guatemala,OCCIDENTE,PITZAL CELDA,tmipuser,23/04/2024 12:35:09,FRONT OFFICE,WO - CCR GT,WO - UFINET,thomas.peliz,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Pitzal | Puerto: 0-subrack-5-11AST2-1(RM1/TM1-Dir La Floresta)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: -- Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS threshold. Descripcion de Alarma (ESP): Perdida de la potencia optica de entrada de la interfaz OSC Mnemonico: TMOMGTPI,CAIDA TOTAL,DWDM SIN PROTECCION,23/04/2024 12:11:44,24/04/2024 05:51:00,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Pitzal | Puerto: 0-subrack-5-11AST2-1(RM1/TM1-Dir La Floresta)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: -- Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS threshold,3,0,2,Closed,FRONT OFFICE,alexanderf.lopez,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,f,,,,24-APR-24,FIBRA OPTICA // UFINET BYRON EMANUEL QUEME DE BO TX INDICA QUE NIVELES DENTRO DEL RANGO,410,5,NO BRINDA,NO BRINDA,BACKBONE,SI,2.HILOS FO ROTOS/ MAL ACOMODO DE HILOS EN BANDEJAS / TUBOS H,2.1 INTERVENCION A MUFA O CIERRE FO/NAP/HUB BOX EXISTENTE EN,,
1704,F5470959,F5470959-001,CONMUTACION,IMS_ACCESO,TELGUA,23/04/2024 12:31:06,23/04/2024 16:41:24,4.17,Guatemala,METROPOLITANA,BOCA DEL MONTE UR,tmipuser,23/04/2024 12:59:48,FRONT OFFICE,WO - CCR GT,WO - CLAROFIBRAOPTICA,thomas.peliz,GT - FIBRA DE ALIMENTACION ESTA ROTA U OLT NO PUEDE RECIBIR SENALES OPTICAS EN H903FLHF DEL GPON M01_GVCAGTBMN1C1C05B211QA0_OLT_BOCA_DEL_MONTE,CAIDA PARCIAL,INCIDENTE CONMUTACION,23/04/2024 12:13:01,23/04/2024 16:41:24,"GT - FIBRA DE ALIMENTACION ESTA ROTA U OLT NO PUEDE RECIBIR SENALES OPTICAS EN H903FLHF DEL GPON M01_GVCAGTBMN1C1C05B211QA0_OLT_BOCA_DEL_MONTE

Huawei/U2000;167773515;/rack=1/shelf=0/slot=16/domain=UNKNOWN/port=0
native ProbableCause=The feeder fiber is broken or OLT can not receive any expected opt",1,0,2,Closed,FRONT OFFICE,luis.escobar,TRABAJOS DE TERCEROS,FIBRA OPTICA,closed,f,,,,23-APR-24,SE LLAMO A GILMAR 58263994   INDICA QUE SE REALIZO TRABAJOS DE COTRATISTA LGB Y ELLOS PROVOCARON DAÑO Y REPARARON LA FIBRA  SE REALIZA INSPECCION CON CONTRATISTA VALIDA ARGENTINA SANCHEZ,0,1,14.556738,-90.5189162,ULTIMA MILLA,SI,4.ATENUACION EN CONECTORES O HILOS FO / MALA CONECTIVIDAD EN,4.2 EMPALME O FUSION POR HILO DE FO EN MUFA O CIERRE FO AERE,,
1705,F5471193,F5471193-002,DATOS,ROUTER,TELGUA,23/04/2024 15:01:10,25/04/2024 21:33:33,54.54,Guatemala,OCCIDENTE,LA FLORESTA UR,tmipuser,23/04/2024 16:08:09,FRONT OFFICE,WO - CCR GT,,rodriguez.brayan,GT | Alarma: Link Down | Descripcion: Link Down | Equipo: QTZLGTLFN1D1E04A02EIM2 | Puerto: GigabitEthernet5/1/1 Interfaz Generica,CAIDA TOTAL,DESCONFIGURADO,23/04/2024 14:39:50,25/04/2024 21:33:32,"GT | Alarma: Link Down | Descripcion: Link Down | Equipo: QTZLGTLFN1D1E04A02EIM2 | Puerto: GigabitEthernet5/1/1 Interfaz Generica
Tipo de Equipo: NE40E(V8) - Direccion IP: 10.179.28.5
Causa Probable: The link breaks when the interface changes to down.
Descripcion de Alarma (ESP): Enlace caido
Mnemon",1,0,2,Closed,FRONT OFFICE,alexanderf.lopez,SIN INTERVENCION TECNICA,ADMINISTRATIVO,closed,f,,,,25-APR-24,FIBRA OPTICA SE LLAMO A BAYRON 58265307 INDICA QUE EL SITIO ID:5242 // COLONIA BELEN XELA ZONA 7  CUELGA DE ID: 6307 QUETZALTENANGO III INDICA QUE FAVOR DE APERTURA FALLA A ESTE SITIO EL CUAL NO SE PU,325,7,14.838507,-91.507956,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.1 INSTALACION DE CABLE DE FO AOTV DE 6 FO,,
1706,F5471326,F5471326-003,DATOS,ROUTER,TELGUA,23/04/2024 16:39:27,23/04/2024 21:59:27,5.33,Guatemala,CENTRAL,SUCHITAN CELDA,tmipuser,23/04/2024 16:49:32,FRONT OFFICE,WO - CCR GT,,marlon.martinez,GT | Alarma: The Device is offline | Descripcion: Device discontinuity | Equipo: JSCMGTSUN1R1A01A01ENM1 | Puerto:  Interfaz Generica,CAIDA TOTAL,DESCONFIGURADO,23/04/2024 16:39:27,23/04/2024 21:59:22,"GT | Alarma: The Device is offline | Descripcion: Device discontinuity | Equipo: JSCMGTSUN1R1A01A01ENM1 | Puerto:  Interfaz Generica
Tipo de Equipo: ATN910D - Direccion IP: 10.87.6.29
Causa Probable: 1.The device is offline. 2.The NMS server cannot be connected to the device through ICMP/SNMP.
Descr",1,0,2,Closed,FRONT OFFICE,alexanderf.lopez,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,f,,,,23-APR-24,CORTE DE FIBRA FALLAS NO.: 5471326 TAREA DE FO 5471326-002 TIPO DE FALLA: ULTIMA MILLA TRAMO DE FIBRA:  CELDA SUCHITAN - SANTA CATARINA MITA LATITUD DE CORTE DE F. O:   14.41877102 LONGITUD DE CORTE D,1,3,14.41877102,-89.80689771,ULTIMA MILLA,SI,2.HILOS FO ROTOS/ MAL ACOMODO DE HILOS EN BANDEJAS / TUBOS H,2.1 INTERVENCION A MUFA O CIERRE FO/NAP/HUB BOX EXISTENTE EN,,
1707,F5471395,F5471395-002,TRANSMISION,DWDM,TELGUA,23/04/2024 17:29:37,23/04/2024 23:16:35,5.78,Guatemala,OCCIDENTE,LAS PALMAS UR,tmipuser,23/04/2024 17:59:41,FRONT OFFICE,WO - CCR GT,,marlon.martinez,GT | Alarma: R_LOS | Descripcion: Loss of signal | Equipo: Las Palmas | Puerto: 0-subrack-14-F5HUNQ2-2(IN2/OUT2 10G Dir Coatepeque)-OCH:1 Tipo de Equipo: OptiX OSN 1800 V - Direccion IP: -- Causa Probable: (1)The fiber jumper is not connected at the optical interface of the board Descripcion de Alarma (ESP): Perdida de senal Mnemonico: QCOAGTPA,CAIDA TOTAL,DWDM SIN PROTECCION,23/04/2024 17:21:33,23/04/2024 23:16:34,GT | Alarma: R_LOS | Descripcion: Loss of signal | Equipo: Las Palmas | Puerto: 0-subrack-14-F5HUNQ2-2(IN2/OUT2 10G Dir Coatepeque)-OCH:1 Tipo de Equipo: OptiX OSN 1800 V - Direccion IP: -- Causa Probable: (1)The fiber jumper is not connected at the optical interface of the board Descripcion de Alar,1,0,2,Closed,FRONT OFFICE,alexanderf.lopez,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,f,,,,23-APR-24,*FALLA: 5471395 *TAREA DE FO:  5471395 *TIPO DE FALLA: BACKBONE *TRAMO DE FIBRA: UR COATEPEQUE -LAS PALMAS *LATIDUD DE CORTE DE F. O: 14.6962330 *LONGITUD DE CORTE DE F.O: -91.9728560 *REPARACION PRIN,3,0,14.6962330,-91.9728560,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",,
1708,F5472264,F5472264-003,MOVIL,BSC,TELGUA,24/04/2024 11:57:35,24/04/2024 16:50:58,4.89,Guatemala,CENTRAL,WG3855_LOS_APANTES,tmipuser,24/04/2024 12:33:06,FRONT OFFICE,WO - CCR GT,,thomas.peliz,Huawei_U2020_Mobile .gt.mx.u2020_movil_alm Managed_Element 8530,CAIDA TOTAL,BSC FALLA DE HARDWARE,24/04/2024 11:54:57,24/04/2024 16:50:51,"Guatemala Sitio 4G-LTE FUERA DE SERVICIO Enodeb Name: LG3855 - LOS_APANTES Enodeb IP: 10.111.81.81
NeType: MME| NeLocation: Centro| vendor: Huawei| neName: MMEGT01| alarmName: S1ap Link Down| alarmLocation: SubrackNo=0, SlotNo=10, ProcType=SGP, ProcNo=5, MCC=704, MNC=01, EnodeBType=MACRO, EnodeBCode",1,0,2,Closed,FRONT OFFICE,luis.escobar,REPARACION O REPOSICION DE HARDWARE,HARDWARE,closed,f,,,,24-APR-24,"COMENTARIO GENERAL DE CIERRE: SE LOCALIZO DAÑO EN MUFA, HILO ATENUADO, SE REFUSIONO HILO DE SERVICIO. SE UTILIZO 1 TERMOENCOGIBLE 60MM. TRABAJARON EN EL LUGAR POR PARTE DE FO HECTOR ESQUIVEL Y KEVIN R",0,4,14.39480573,-89.86187998,BACKBONE,SI,2.HILOS FO ROTOS/ MAL ACOMODO DE HILOS EN BANDEJAS / TUBOS H,2.1 INTERVENCION A MUFA O CIERRE FO/NAP/HUB BOX EXISTENTE EN,,
1709,F5472293,F5472293-002,CONMUTACION,IMS_ACCESO,TELGUA,24/04/2024 12:24:23,24/04/2024 15:44:19,3.33,Guatemala,ORIENTE,LA BARRANCA MORALES CELDA,tmipuser,24/04/2024 13:02:59,FRONT OFFICE,WO - CCR GT,WO - CLAROFIBRAOPTICA,yensis.calgua,GT - PERDIDA DE CONEXION ENTRE GPON MA5800-X2 M00_IMORGTBAN1C1A01A011SA0_OLT_LA_BARRANCA_IZABAL Y U2000,CAIDA TOTAL,INCIDENTE CONMUTACION,24/04/2024 12:07:16,24/04/2024 15:44:17,"GT - PERDIDA DE CONEXION ENTRE GPON MA5800-X2 M00_IMORGTBAN1C1A01A011SA0_OLT_LA_BARRANCA_IZABAL Y U2000

Huawei/U2000;167773733
native ProbableCause=Communication with the device failed,
ProbableCause=UNIDENTIFIED,
probableCauseQualifier=2346-100,
Layer Rate=1,
service affecting=Information_not_prov",3,1,2,Closed,FRONT OFFICE,luis.escobar,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,f,,,,24-APR-24,KENNET  BRAWON   INDCIA QUE  SE ENCONTRO   UN CABLE DE FIBRA POR  CAIDA  DE  ARBOL  SE  INSTALARON  120 METROS  FIBRA  SE INTALO  UNA  MUFA  NUEVA  Y OTRA  RECICLADA   SE  EALIZARON  12 FUSIONES  EN C,0,0,1547.30,-88.83.25,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,,
1710,F5472364,F5472364-003,MOVIL,BSC,TELGUA,24/04/2024 12:58:38,24/04/2024 22:01:25,9.05,Guatemala,OCCIDENTE,WG4293_EL_AFAN,tmipuser,24/04/2024 17:17:21,FRONT OFFICE,WO - CCR GT,,hugok.anderson,Huawei_U2020_Mobile .gt.mx.u2020_movil_alm Managed_Element 8530,CAIDA TOTAL,BSC FALLA DE HARDWARE,24/04/2024 12:45:23,24/04/2024 20:44:50,"Guatemala Sitio 4G-LTE FUERA DE SERVICIO Enodeb Name: LG4293 - EL_AFAN Enodeb IP: 10.111.182.224
NeType: MME| NeLocation: Centro| vendor: Huawei| neName: MMEGT01| alarmName: S1ap Link Down| alarmLocation: SubrackNo=1, SlotNo=10, ProcType=SGP, ProcNo=10, MCC=704, MNC=01, EnodeBType=MACRO, EnodeBCode=",1,0,2,Closed,FRONT OFFICE,josea.corado,CONFIGURACIONES,INTERVENCION A LA RED,closed,f,,,,24-APR-24,INFORMA DIETER LEAL QUE SE TENIA CORTE A 5 KM DE LA TRINITARIA HACIA SAN JOSE LA 20 SE INSTLARON 200 MTS DE CABLE DE 12 HILOS Y SE REALIZARON 24 FUCIONES CORTE DEBIDO FALTA DE POSTES EN SECTOR Y PODA,0,4,15.9206198,-90.8349720,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,,
1711,F5472815,F5472815-002,TRANSMISION,DWDM,TELGUA,24/04/2024 17:04:55,24/04/2024 21:10:42,4.1,Guatemala,ORIENTE,POPTUN UR,tmipuser,24/04/2024 17:12:27,FRONT OFFICE,WO - CCR GT,WO - CLAROFIBRAOPTICA,marlon.martinez,GT | Alarma: R_LOS | Descripcion: Loss of signal | Equipo: GT_Poptun | Puerto: 0-subrack-4-U5N401-1(IN1/OUT1)-OCH:1 Tipo de Equipo: OptiX OSN 9800 U16 - Direccion IP: 10.179.4.227 Causa Probable: (1)The fiber jumper is not connected at the optical interface of the board Descripcion de Alarma (ESP): Perdida de senal Mnemonico: PPOPGTPO,CAIDA TOTAL,DWDM SIN PROTECCION,24/04/2024 16:39:56,24/04/2024 19:58:30,GT | Alarma: R_LOS | Descripcion: Loss of signal | Equipo: GT_Poptun | Puerto: 0-subrack-4-U5N401-1(IN1/OUT1)-OCH:1 Tipo de Equipo: OptiX OSN 9800 U16 - Direccion IP: 10.179.4.227 Causa Probable: (1)The fiber jumper is not connected at the optical interface of the board Descripcion de Alarma (ESP):,1,0,2,Closed,FRONT OFFICE,josep.aguilare,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,24-APR-24,SE ENVIA A CIERRE CON LA VALIDACION DE ABNER HERRERA BO TX   24/04/2024 19:34:31  UFINET ATIENDE CON AVERÍA EN FIBRA ÓPTICA / FALLA MANTENIMIENTO PREVENTIVO / HILO ATENUADO EN CAJA DE EMPALME SOLUCIÓN,2,0,NO BRINDA UFINET,NO BRINDA UFINET,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,,
1712,F5473237,F5473237-003,TRANSMISION,DWDM,TELGUA,25/04/2024 01:55:23,25/04/2024 06:21:11,4.43,Guatemala,METROPOLITANA,GUARDA VIEJO ARRIBA,andy.garcia,25/04/2024 06:02:57,FRONT OFFICE,WO - CCR GT,WO - CLAROFIBRAOPTICA,walfred.rubi,AMX-2 || APR LINE || GUARDA VIEJO - SAN JOSE || 2024042575000011,ENLACE FUERA DE GESTION,CORTE DE FIBRA,25/04/2024 01:55:22,25/04/2024 06:18:44,"AMX-2 || APR LINE || GUARDA VIEJO - SAN JOSE || 2024042575000011
DE SU APOYO CON EL SIGUIENTE CORTE, EL CUAL SE DETECTA EN GUARDA VIEJO ¿ PTTO SAN JOSE A LAS  01:23 GMT-6",4,0,2,Closed,FRONT OFFICE,josep.aguilare,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,25-APR-24,"COMENTARIO GENERAL SE LOCALIZÓ DAÑO EN FO POR CAIDA DE ARBOL, SE PROCEDIÓ A JALAR RESERVA A DOS POSTES DE DISTANCIA Y HACER UN EMPALME DE 48 FUSIONES, TRABAJARON EN EL LUGAR POR PARTE DE FO: HASLLER G",1,0,14.231013,-90.823751,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",,
1713,F5473657,F5473657-002,CLARO TV,RED HFC,TELGUA,25/04/2024 09:26:36,25/04/2024 15:04:24,5.63,Guatemala,METROPOLITANA,LOURDES/SALA DE DATOS(NODO TELERED 2),ronal.marcos,25/04/2024 10:41:05,GT - F.O VOC,WO - CCR GT,,roger.funes,LOU07 NODO FUERA DE SERVICIO CAIDA TOTAL DE NODO,CAIDA TOTAL,INTERNET_TV_VOZ,25/04/2024 09:26:35,25/04/2024 15:04:20,LOU07 NODO FUERA DE SERVICIO CAIDA TOTAL DE NODO,2,0,2,Closed,GT - F.O VOC,ronal.marcos,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,25-APR-24,"JOSE ESCOBAR SE REPARAN HILOS DAÑADOS EN MUFA,  SE REALIZAN 4 FUSIONES SE TRABAJA CON BAYRON GASPARICO, RAMOS OCHAITA, ROLANDO MARTINEZ Y JAVIER CARDONA, SE CONFIRMA CON EL VOC RONALD MARCOS.",50,0,14.633813,-90.4848700,ULTIMA MILLA,SI,4.ATENUACION EN CONECTORES O HILOS FO / MALA CONECTIVIDAD EN,4.2 EMPALME O FUSION POR HILO DE FO EN MUFA O CIERRE FO AERE,,
1714,F5473740,F5473740-002,TRANSMISION,DWDM,TELGUA,25/04/2024 10:22:02,25/04/2024 15:19:04,4.95,Guatemala,ORIENTE,PUERTO BARRIOS UR,tmipuser,25/04/2024 10:35:23,FRONT OFFICE,WO - CCR GT,,yensis.calgua,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Puerto Barrios | Puerto: 0-Los Amates/Puerto Cortez-6-11AST2-1(RM1/TM1 Dir Los Amates ENLACE FRONTERIZO CRITICO)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.179.4.67 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS threshold. Descripcion de Alarma (ESP): Perdida de la potencia optica de entrada de la interfaz OSC Mnemonico: IPBAGTPB,CAIDA TOTAL,DWDM SIN PROTECCION,25/04/2024 10:14:49,25/04/2024 15:19:03,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Puerto Barrios | Puerto: 0-Los Amates/Puerto Cortez-6-11AST2-1(RM1/TM1 Dir Los Amates ENLACE FRONTERIZO CRITICO)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.179.4.67 Causa Probable: OSC_LOS is decl,3,0,2,Closed,FRONT OFFICE,luis.escobar,VANDALISMO,FIBRA OPTICA,closed,f,,,,25-APR-24,DANI ANDRINO  INDCIA QUE SE ENCONTRO DAÑO  A 35.4 DE AMATES Y  75.6 DE  PUERTO BARRIOS   KILOMERTO 232  LA FALLA SE  DEBIO P'OR  SABOTAJE  SE CORRIO  RESERVA DE  200 METROS   SE INSTALA  1 MUFA   Y SE,1,0,15.454136,-88.935381,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,,
1715,F5473761,,CONMUTACION,IMS_ACCESO,TELGUA,25/04/2024 10:32:19,25/04/2024 17:00:19,6.47,Guatemala,CENTRAL,BARBERENA UR,tmipuser,25/04/2024 11:48:08,FRONT OFFICE,WO - CCR GT,,thomas.peliz,GT - FIBRA DE ALIMENTACION ESTA ROTA U OLT NO PUEDE RECIBIR SENALES OPTICAS EN H903FLHF DEL GPON M02_OBARGTBAN1C1B02B211QA0_OLT_BARBERENA,CAIDA PARCIAL,INCIDENTE CONMUTACION,25/04/2024 10:16:17,25/04/2024 17:00:14,"GT - FIBRA DE ALIMENTACION ESTA ROTA U OLT NO PUEDE RECIBIR SENALES OPTICAS EN H903FLHF DEL GPON M02_OBARGTBAN1C1B02B211QA0_OLT_BARBERENA

Huawei/U2000;167773529;/rack=1/shelf=0/slot=3/domain=UNKNOWN/port=3
native ProbableCause=The feeder fiber is broken or OLT can not receive any expected optical s",1,0,2,Closed,FRONT OFFICE,luis.escobar,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,f,,,,25-APR-24,FALLA: 5473761 TAREA DE FO 5473761 TIPO DE FALLA: GPON TRAMO DE FIBRA: GPON BARG1110 - BARBERENA UR LATITUD DE CORTE DE F. O: 14.3084974 LONGITUD DE CORTE DE F.O: -90.3600088 REPARACIÓN PRINCIPAL DE F,0,1,14.3084974,-90.3600088,ACCESO,SI,2.HILOS FO ROTOS/ MAL ACOMODO DE HILOS EN BANDEJAS / TUBOS H,2.1 INTERVENCION A MUFA O CIERRE FO/NAP/HUB BOX EXISTENTE EN,,
1716,F5473793,F5473793-002,MOVIL,BSC,TELGUA,25/04/2024 10:55:52,25/04/2024 16:05:35,5.16,Guatemala,ORIENTE,WG3431_RIO_DULCE_III,tmipuser,25/04/2024 11:12:55,FRONT OFFICE,WO - CCR GT,WO - CLAROFIBRAOPTICA,thomas.peliz,Huawei_U2020_Mobile .gt.mx.u2020_movil_alm Managed_Element 8530,CAIDA TOTAL,BSC FALLA DE HARDWARE,25/04/2024 10:53:23,25/04/2024 16:05:34,"Guatemala Sitio 4G-LTE FUERA DE SERVICIO Enodeb Name: LG3431 - RIO_DULCE_III Enodeb IP: 10.111.95.237
NeType: MME| NeLocation: Centro| vendor: Huawei| neName: MMEGT01| alarmName: S1ap Link Down| alarmLocation: SubrackNo=1, SlotNo=5, ProcType=SGP, ProcNo=8, MCC=704, MNC=01, EnodeBType=MACRO, EnodeBCo",1,0,2,Closed,FRONT OFFICE,luis.escobar,RESTABLECIMIENTO DE TRANSMISION,TRANSMISION,closed,f,,,,25-APR-24,FALLA: TAREA DE FO 5473793 TIPO DE FALLA: BACKBONE TRAMO DE FIBRA: PTO. BARRIOS -RÍO DULCE LATITUD DE CORTE DE F. O: 15.67.87 LONGITUD DE CORTE DE F.O: -88.56.73 REPARACIÓN PRINCIPAL DE F.O.: 3 REPARA,0,76,15.67.87,-88.56.73,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,,
1717,F5474196,F5474196-002,TRANSMISION,FIBRA OPTICA,TELGUA,25/04/2024 14:36:05,26/04/2024 19:46:12,29.17,Guatemala,ORIENTE,GUASTATOYA UR,lopez.estefan,25/04/2024 14:43:40,FRONT OFFICE,WO - CCR GT,,diego.quiroa,AMX-2 || INC || A || GUASTATOYA-RIO HONDO || 2024042575000083,ENLACE FUERA DE SERVICIO,CORTE DE FIBRA,25/04/2024 14:36:03,26/04/2024 18:54:44,AMX-2 || INC || A || GUASTATOYA-RIO HONDO || 2024042575000083,2,0,Falla sin Afectación,Closed,FRONT OFFICE,josep.aguilare,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,26-APR-24,"SE TUVO DAÑO POR ROCE DE RAMA DE ARBOLES, SE INSTALARON 100 METROS DE CABLE Y SE HICIERON 2 EMPALMES DE 48 FUSIONES, VALIDA ADALBERTO DIAZ DE INOC, INDICA FRANCISCO TORRES.",0,0,14.57236,-89.42121,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",,
1718,F5474467,F5474467-003,DATOS,SWITCH,TELGUA,25/04/2024 17:44:52,26/04/2024 03:06:15,9.36,Guatemala,METROPOLITANA,TORRE ZONA 08,luis.escobar,25/04/2024 20:51:27,FRONT OFFICE,WO - CCR GT,WO - CLAROFIBRAOPTICA,mynor.adqui,|| CAÍDA TOTAL || TELLABS 3800128-FLORIDA CENTRO-8609-01 || MASIVO_GT ||,INTERMITENCIA,DESCONFIGURADO,25/04/2024 17:44:51,26/04/2024 03:06:08,|| CAÍDA TOTAL || TELLABS 3800128-FLORIDA CENTRO-8609-01 || MASIVO_GT ||,1,0,Falla sin Afectación,Closed,FRONT OFFICE,alexanderf.lopez,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,f,,,,26-APR-24,"FIBRA OPTICA WILSON CHEVERRIA TEL: 58266336, INDICA SE REALIZA UN EMPALME EN MUFA POR MANIPULACION. VALIDA SANTOS BATEN DE BO IP. SE PROCEDE A CIERRE. ULTIMA MILLA 1 2.2 LATITUD: 14.653253 LONGITUD: -",0,0,14.653253,-90.587158,ULTIMA MILLA,SI,1.DAÑO / ROBO DE MUFA O CIERRE FO / FAT /HUB BOX / NAP,1.2 CAMBIO E INSTALACION DE MUFA O CIERRE OPTICO/HUB BOX DE,,
